"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68141","Delete message request in conversation @ios @high-risk @3-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_decline.spec.ts","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","60646","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","2026-07-31","passed","2026-07-31","","Conversation Types","",""
"Verifies that local deletion in a group does not delete a message for other participants.","76942","Delete message locally in group @ios @high-risk @3-devices","User Actions","2026-07-31","failed","2026-07-31","","Delete Message","",""
"","64698","Send link 1:1 @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_link_preview.spec.ts","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","175640","Review prompt Appearance trigger @ios @high-risk @1-devices","In-App Review Prompt","2026-07-31","passed","2026-07-31","","Triggers","",""
"","40758","Unsend message @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_unsend.spec.ts","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","79858","Send document to group @ios @high-risk @3-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Message types","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","48201","Check message bubble layout @ios @high-risk @2-devices","Visual Checks","2026-07-31","passed","2026-07-31","","Conversation","",""
"Verifies that a group of 3 can be created successfully via the UI","98620","Create group @ios @high-risk @3-devices","Groups","2026-07-31","passed","2026-07-31","","Create Group","",""
"Verifies that ONS resolution works","107492","ONS resolution @ios @high-risk @1-devices","New Conversation","2026-07-31","failed","2026-07-31","","New Message","",""
"","58844","Delete message request in list @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_delete.spec.ts","",""
"Verifies that the Privacy settings screen layout matches the expected baseline","161377","Check Privacy settings layout @ios @high-risk @1-devices","Visual Checks","2026-07-31","failed","2026-07-31","","Settings","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","56029","Voice calls @ios @high-risk @2-devices","Voice Calls","2026-07-31","passed","2026-07-31","","mobile/voice_calls.spec.ts","",""
"Verifies that a group created on one device appears on a linked device, and that a group name change syncs to all members.","135565","Create group and change name syncs @ios @high-risk @4-devices","Groups","2026-07-31","passed","2026-07-31","","Create Group","",""
"Verifies that an admin can delete a group successfully via the UI.
  The group members see the empty state control message, and the admin's conversation disappears from the home screen, even on a linked device.","47681","Delete group linked device @ios @high-risk @4-devices","Groups","2026-07-31","passed","2026-07-31","","Leave/Delete Group","",""
"","32985","Delete conversation from conversation list @ios @high-risk @3-devices","User Actions","2026-07-31","passed","2026-07-31","","Delete Conversation","",""
"Mocks a custom install date 6 days, 23 hours, and 58 minutes ago, opens the app, and verifies that the Donate CTA does not show.","73115","Donate CTA does not show if app installed <7 days ago @ios @high-risk @1-devices","Donations","2026-07-31","passed","2026-07-31","","mobile/cta_donate_time.spec.ts","",""
"Verifies that restoring an account works as expected: Display Name and Account ID match, no Recovery password banner on home screen.","95713","Link device @ios @high-risk @2-devices","Onboarding","2026-07-31","passed","2026-07-31","","Restore account","",""
"","346242","Onboarding terms of service @ios @high-risk @1-devices","mobile","2026-07-31","failed","2026-07-31","","mobile/onboarding_tos.spec.ts","",""
"Verifies that the in-app review prompt shows after the user presses the Donate button in Settings","62570","Review prompt Donate trigger @ios @high-risk @1-devices","In-App Review Prompt","2026-07-31","passed","2026-07-31","","Triggers","",""
"","85152","Delete message locally @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_deletion.spec.ts","",""
"","164159","Create user @ios @high-risk @1-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/user_actions_create_user.spec.ts","",""
"Verifies that a user can be blocked from the conversation settings","65224","Block user in conversation settings @ios @high-risk @2-devices","User Actions","2026-07-31","passed","2026-07-31","","Block/Unblock","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends (non Pro)","112509","Message length limit (1800 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-07-31","failed","2026-07-31","","Rules","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","182504","Check Conversations settings layout @ios @high-risk @1-devices","Visual Checks","2026-07-31","failed","2026-07-31","","Settings","",""
"Verifies that an image can be sent to a group, all members receive the document, and replying to a document works as expected","62790","Send image to group @ios @high-risk @3-devices","Sending Messages","2026-07-31","failed","2026-07-31","","Message types","",""
"Verifies that an emoji reaction can be sent and is received in a 1-1 conversation.","51544","Send emoji react 1:1 @ios @high-risk @2-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Emoji reacts","",""
"Verifies that 'Disappear After Send' works as expected in a 1:1 conversation","105651","Disappear after send @ios @high-risk @2-devices","Disappearing Messages","2026-07-31","passed","2026-07-31","","Conversation Types","",""
"Verifies the in-app review modal texts and buttons for the negative flow (Enjoying Session - Give Feedback - Open URL)","152429","Review prompt negative flow @ios @high-risk @1-devices","In-App Review Prompt","2026-07-31","failed","2026-07-31","","Flows","",""
"","72316","Onboarding privacy policy @ios @high-risk @1-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/onboarding_pp.spec.ts","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends (non Pro)","111772","Message length limit (2000 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-07-31","failed","2026-07-31","","Rules","",""
"","71929","Accept message request @ios @high-risk @3-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_accept.spec.ts","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","48345","Set nickname @ios @high-risk @2-devices","User Actions","2026-07-31","passed","2026-07-31","","Set Nickname","",""
"","69740","Send image 1:1 @ios @high-risk @2-devices","mobile","2026-07-31","failed","2026-07-31","","mobile/message_image.spec.ts","",""
"Mocks a custom install date 7 days 2 minutes ago, opens the app, and verifies that the Donate CTA is shown.","76401","Donate CTA shows if app installed >=7 days ago @ios @high-risk @1-devices","Donations","2026-07-31","passed","2026-07-31","","mobile/cta_donate_time.spec.ts","",""
"Verifies that a link with preview can be sent to a group, all members receive the document, and replying to a document works as expected","71931","Send link to group @ios @high-risk @3-devices","Sending Messages","2026-07-31","failed","2026-07-31","","Message types","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","112572","Disappear after send groups @ios @high-risk @3-devices","Disappearing Messages","2026-07-31","passed","2026-07-31","","Conversation Types","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","111168","Disappear after read @ios @high-risk @2-devices","Disappearing Messages","2026-07-31","passed","2026-07-31","","Conversation Types","",""
"Verifies that the Donate CTA is shown after dismissing the positive review prompt; verifies modal strings and screenshot; and that the Donate button shows the correct Open URL modal.","113114","Donate CTA shows after positive review @ios @high-risk @1-devices","Donations","2026-07-31","failed","2026-07-31","","mobile/cta_donate_review.spec.ts","",""
"Verifies that a voice message can be sent to a group, all members receive it, and replying to it works as expected","56609","Send voice message to group @ios @high-risk @3-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Message types","",""
"Verifies that an emoji reaction can be sent and is received in a group.","51869","Send emoji react groups @ios @high-risk @3-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Emoji reacts","",""
"Verifies that the Settings donation link is correct and that the HTTP request is successful (200)","131330","Donate Settings menu item @ios @high-risk @1-devices","Donations","2026-07-31","passed","2026-07-31","","mobile/donate.spec.ts","",""
"Verifies that a non-admin member can leave a group successfully via the UI","40233","Leave group @ios @high-risk @3-devices","Groups","2026-07-31","passed","2026-07-31","","Leave/Delete Group","",""
