"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","155087","Leave group linked device @ios @high-risk @4-devices","","Thu Jul 24 15:03:00 AEST 2025","passed","Thu Jul 24 15:05:35 AEST 2025","","linked_group_leave.spec.ts","",""
"","75255","Send document to group @ios @high-risk @3-devices","","Thu Jul 24 14:51:59 AEST 2025","passed","Thu Jul 24 14:53:15 AEST 2025","","group_message_document.spec.ts","",""
"","57558","Send voice message 1:1 @ios @high-risk @2-devices","","Thu Jul 24 15:05:39 AEST 2025","passed","Thu Jul 24 15:06:36 AEST 2025","","message_voice.spec.ts","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","84922","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","Thu Jul 24 14:50:34 AEST 2025","passed","Thu Jul 24 14:51:59 AEST 2025","","Conversation Types","",""
"","87316","Send image to group @ios @high-risk @3-devices","","Thu Jul 24 14:54:12 AEST 2025","passed","Thu Jul 24 14:55:39 AEST 2025","","group_message_image.spec.ts","",""
"","54137","Unsend message @ios @high-risk @2-devices","","Thu Jul 24 15:05:35 AEST 2025","passed","Thu Jul 24 15:06:29 AEST 2025","","message_unsend.spec.ts","",""
"","155581","Create group and change name syncs @ios @high-risk @4-devices","","Thu Jul 24 14:57:20 AEST 2025","passed","Thu Jul 24 14:59:56 AEST 2025","","linked_device_create_group.spec.ts","",""
"","130759","Add contact to group @ios @high-risk @4-devices","","Thu Jul 24 14:54:19 AEST 2025","passed","Thu Jul 24 14:56:29 AEST 2025","","group_tests_add_contact.spec.ts","",""
"","50480","Leave group @ios @high-risk @3-devices","","Thu Jul 24 14:56:29 AEST 2025","passed","Thu Jul 24 14:57:20 AEST 2025","","group_tests_leave_group.spec.ts","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","460135","Disappear after read @ios @high-risk @2-devices","Disappearing Messages","Thu Jul 24 14:43:40 AEST 2025","passed","Thu Jul 24 14:51:20 AEST 2025","","Conversation Types","",""
"","56425","Delete conversation from conversation list @ios @high-risk @3-devices","User Actions","Thu Jul 24 15:07:52 AEST 2025","passed","Thu Jul 24 15:08:48 AEST 2025","","Delete Conversation","",""
"","87917","Send image 1:1 @ios @high-risk @2-devices","","Thu Jul 24 15:00:42 AEST 2025","passed","Thu Jul 24 15:02:10 AEST 2025","","message_image.spec.ts","",""
"","71874","Accept message request with text @ios @high-risk @2-devices","","Thu Jul 24 15:03:14 AEST 2025","failed","Thu Jul 24 15:04:26 AEST 2025","","message_requests_accept_text_reply.spec.ts","",""
"Verifies that joining a community works and the conversation syncs to a linked device","414553","Join community test @ios @high-risk @2-devices","Communities","Thu Jul 24 14:43:40 AEST 2025","passed","Thu Jul 24 14:50:34 AEST 2025","","community_tests_join.spec.ts","",""
"","57819","Send voice message to group @ios @high-risk @3-devices","","Thu Jul 24 14:56:04 AEST 2025","passed","Thu Jul 24 14:57:02 AEST 2025","","group_message_voice.spec.ts","",""
