"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33480","Link device @android @high-risk @2-devices","","Thu Aug 21 12:04:43 AEST 2025","passed","Thu Aug 21 12:05:16 AEST 2025","","linked_device.spec.ts","",""
"Verifies Note to Self can be hidden and then unhidden/shown again in the conversation settings","46181","Hide note to self @android @low-risk @1-devices","User Actions","Thu Aug 21 11:52:04 AEST 2025","passed","Thu Aug 21 11:52:50 AEST 2025","","Hide Note to Self","",""
"Verifies that joining a community works and the conversation syncs to a linked device","52898","Join community test @android @high-risk @2-devices","New Conversation","Thu Aug 21 11:54:17 AEST 2025","failed","Thu Aug 21 11:55:10 AEST 2025","","Join Community","",""
"","49633","Send image to group @android @high-risk @3-devices","","Thu Aug 21 12:27:28 AEST 2025","passed","Thu Aug 21 12:28:18 AEST 2025","","group_message_image.spec.ts","",""
"Verifies that a user can be blocked from the home screen long press menu","38907","Block user in conversation list @android @high-risk @2-devices","User Actions","Thu Aug 21 12:11:59 AEST 2025","passed","Thu Aug 21 12:12:38 AEST 2025","","Block/Unblock","",""
"","18859","Create user @android @high-risk @1-devices","","Thu Aug 21 11:52:03 AEST 2025","passed","Thu Aug 21 11:52:22 AEST 2025","","user_actions_create_user.spec.ts","",""
"","48035","Send voice message to group @android @high-risk @3-devices","","Thu Aug 21 12:31:40 AEST 2025","passed","Thu Aug 21 12:32:28 AEST 2025","","group_message_voice.spec.ts","",""
"Verifies that a voice message disappears as expected in a 1:1 conversation","67869","Disappearing voice message 1:1 @android @low-risk @2-devices","Disappearing Messages","Thu Aug 21 12:00:49 AEST 2025","passed","Thu Aug 21 12:01:57 AEST 2025","","Message Types","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","58169","Voice calls @android @high-risk @2-devices","Voice Calls","Thu Aug 21 12:14:50 AEST 2025","passed","Thu Aug 21 12:15:48 AEST 2025","","voice_calls.spec.ts","",""
"","31475","Change group name @android @medium-risk @3-devices","","Thu Aug 21 12:34:19 AEST 2025","passed","Thu Aug 21 12:34:50 AEST 2025","","group_tests_change_group_name.spec.ts","",""
"","53594","Send document 1:1 @android @high-risk @2-devices","","Thu Aug 21 12:06:26 AEST 2025","passed","Thu Aug 21 12:07:20 AEST 2025","","message_document.spec.ts","",""
"","37572","Send link 1:1 @android @high-risk @2-devices","","Thu Aug 21 12:07:59 AEST 2025","passed","Thu Aug 21 12:08:36 AEST 2025","","message_link_preview.spec.ts","",""
"","38445","Read status @android @medium-risk @2-devices","","Thu Aug 21 12:12:52 AEST 2025","passed","Thu Aug 21 12:13:31 AEST 2025","","user_actions_read_status.spec.ts","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","17837","Review prompt Appearance trigger @android @high-risk @1-devices","In-App Review Prompt","Thu Aug 21 11:51:46 AEST 2025","passed","Thu Aug 21 11:52:04 AEST 2025","","Triggers","",""
"Verifies that 'Disappear After Send' works as expected in a 1:1 conversation","69819","Disappear after send @android @high-risk @2-devices","Disappearing Messages","Thu Aug 21 11:55:54 AEST 2025","passed","Thu Aug 21 11:57:04 AEST 2025","","Conversation Types","",""
"","38870","Hide recovery password @android @medium-risk @2-devices","","Thu Aug 21 12:12:38 AEST 2025","passed","Thu Aug 21 12:13:17 AEST 2025","","user_actions_hide_recovery_password.spec.ts","",""
"Verifies that a link preview disappears as expected in a group conversation","73293","Disappearing link to group @android @low-risk @3-devices","Disappearing Messages","Thu Aug 21 12:20:25 AEST 2025","passed","Thu Aug 21 12:21:38 AEST 2025","","Message Types","",""
"Verifies that a user can be unblocked after being blocked","40941","Unblock user @android @low-risk @2-devices","User Actions","Thu Aug 21 12:14:09 AEST 2025","passed","Thu Aug 21 12:14:50 AEST 2025","","Block/Unblock","",""
"","9734","Onboarding incorrect seed @android @low-risk @1-devices","","Thu Aug 21 11:50:23 AEST 2025","passed","Thu Aug 21 11:50:32 AEST 2025","","input_validations/onboarding_incorrect_seed.spec.ts","",""
"Verifies that a user's placeholder avatar color appears the same to a contact","24617","Avatar color @android @medium-risk @2-devices","Visual Checks","Thu Aug 21 11:53:00 AEST 2025","passed","Thu Aug 21 11:53:24 AEST 2025","","check_avatar_color.spec.ts","",""
"Verifies that the in-app review prompt shows after the user visits the Path screen in Settings","17232","Review prompt Path trigger @android @high-risk @1-devices","In-App Review Prompt","Thu Aug 21 11:51:46 AEST 2025","passed","Thu Aug 21 11:52:03 AEST 2025","","Triggers","",""
"","36641","Delete message locally @android @high-risk @2-devices","","Thu Aug 21 12:05:49 AEST 2025","passed","Thu Aug 21 12:06:26 AEST 2025","","message_deletion.spec.ts","",""
