"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that joining a community works and the conversation syncs to a linked device","39896","Join community test @android @high-risk @2-devices","New Conversation","Mon Oct 20 15:48:52 AEDT 2025","passed","Mon Oct 20 15:49:32 AEDT 2025","","Join Community","",""
"","37197","Read status @android @medium-risk @2-devices","","Mon Oct 20 16:05:20 AEDT 2025","passed","Mon Oct 20 16:05:57 AEDT 2025","","user_actions_read_status.spec.ts","",""
"Create four accounts, create a group with three, add the fourth member","79494","Add contact to group @android @high-risk @4-devices","Groups","Mon Oct 20 16:27:32 AEDT 2025","passed","Mon Oct 20 16:28:51 AEDT 2025","","Edit Group","",""
"Verifies that a video disappears as expected in a group conversation","109639","Disappearing video to group @android @low-risk @3-devices","Disappearing Messages","Mon Oct 20 16:16:10 AEDT 2025","passed","Mon Oct 20 16:18:00 AEDT 2025","","Message Types","",""
"Verifies that 'Disappear After Send' works as expected in a 1:1 conversation","68407","Disappear after send @android @high-risk @2-devices","Disappearing Messages","Mon Oct 20 15:49:32 AEDT 2025","passed","Mon Oct 20 15:50:41 AEDT 2025","","Conversation Types","",""
"","9737","Onboarding no seed @android @low-risk @1-devices","","Mon Oct 20 15:43:08 AEDT 2025","passed","Mon Oct 20 15:43:18 AEDT 2025","","input_validations/onboarding_no_seed.spec.ts","",""
"Verifies that a voice note disappears as expected in a group conversation","70718","Disappearing voice message to group @android @low-risk @3-devices","Disappearing Messages","Mon Oct 20 16:18:00 AEDT 2025","passed","Mon Oct 20 16:19:10 AEDT 2025","","Message Types","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","18442","Review prompt Appearance trigger @android @high-risk @1-devices","In-App Review Prompt","Mon Oct 20 15:44:50 AEDT 2025","passed","Mon Oct 20 15:45:08 AEDT 2025","","Triggers","",""
"Verifies that a user can share an image from the photo gallery to Session","46964","Share to session @android @medium-risk @2-devices","User Actions","Mon Oct 20 16:05:55 AEDT 2025","passed","Mon Oct 20 16:06:42 AEDT 2025","","Share to Session","",""
"Verifies that Disappearing Messages can be set in Note to Self, and that a message disappears after the specified expiry time.","70798","Disappear after send note to self @android @medium-risk @1-devices","Disappearing Messages","Mon Oct 20 15:42:26 AEDT 2025","passed","Mon Oct 20 15:43:37 AEDT 2025","","Conversation Types","",""
"","63370","Send video 1:1 @android @medium-risk @2-devices","","Mon Oct 20 16:02:43 AEDT 2025","passed","Mon Oct 20 16:03:46 AEDT 2025","","message_video.spec.ts","",""
"Verifies that the Privacy settings screen layout matches the expected baseline","19489","Check Privacy settings layout @android @high-risk @1-devices","Visual Checks","Mon Oct 20 15:45:27 AEDT 2025","passed","Mon Oct 20 15:45:46 AEDT 2025","","Settings","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","69918","Disappear after read @android @high-risk @2-devices","Disappearing Messages","Mon Oct 20 15:49:03 AEDT 2025","passed","Mon Oct 20 15:50:13 AEDT 2025","","Conversation Types","",""
"","43655","Delete message request in list @android @high-risk @2-devices","","Mon Oct 20 16:02:06 AEDT 2025","passed","Mon Oct 20 16:02:49 AEDT 2025","","message_requests_delete.spec.ts","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","30175","Set nickname @android @high-risk @2-devices","User Actions","Mon Oct 20 16:05:25 AEDT 2025","passed","Mon Oct 20 16:05:55 AEDT 2025","","Set Nickname","",""
"","41441","Leave group @android @high-risk @3-devices","","Mon Oct 20 16:32:57 AEDT 2025","passed","Mon Oct 20 16:33:39 AEDT 2025","","group_tests_leave_group.spec.ts","",""
"","31167","User Profile Modal Home Screen @android @high-risk @2-devices","","Mon Oct 20 16:04:12 AEDT 2025","failed","Mon Oct 20 16:04:43 AEDT 2025","","upm_homescreen.spec.ts","",""
"","111662","Restore group @android @high-risk @4-devices","","Mon Oct 20 16:37:50 AEDT 2025","passed","Mon Oct 20 16:39:41 AEDT 2025","","linked_device_restore_group.spec.ts","",""
"","32269","Link device @android @high-risk @2-devices","","Mon Oct 20 15:57:47 AEDT 2025","passed","Mon Oct 20 15:58:20 AEDT 2025","","linked_device.spec.ts","",""
"Verifies that ONS resolution works","18946","ONS resolution @android @high-risk @1-devices","New Conversation","Mon Oct 20 15:44:23 AEDT 2025","passed","Mon Oct 20 15:44:42 AEDT 2025","","New Message","",""
"","36722","Accept message request with text @android @high-risk @2-devices","","Mon Oct 20 16:01:29 AEDT 2025","passed","Mon Oct 20 16:02:06 AEDT 2025","","message_requests_accept_text_reply.spec.ts","",""
"Verifies that a group description can be at most 200 chars and that every member can see a valid change.","34579","Change group description @android @medium-risk @3-devices","Groups","Mon Oct 20 16:28:51 AEDT 2025","passed","Mon Oct 20 16:29:26 AEDT 2025","","Edit Group","",""
"Verifies that the in-app review prompt shows after the user presses the Donate button in Settings","18763","Review prompt Donate trigger @android @high-risk @1-devices","In-App Review Prompt","Mon Oct 20 15:44:42 AEDT 2025","passed","Mon Oct 20 15:45:01 AEDT 2025","","Triggers","",""
"","85492","Create group @android @high-risk @3-devices","","Mon Oct 20 16:29:59 AEDT 2025","passed","Mon Oct 20 16:31:24 AEDT 2025","","group_tests_create_group.spec.ts","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","66214","Disappear after send groups @android @high-risk @3-devices","Disappearing Messages","Mon Oct 20 16:08:15 AEDT 2025","passed","Mon Oct 20 16:09:21 AEDT 2025","","Conversation Types","",""
"Verifies that an emoji reaction can be sent and is received in a 1-1 conversation.","33343","Send emoji react 1:1 @android @high-risk @2-devices","Sending Messages","Mon Oct 20 16:00:56 AEDT 2025","passed","Mon Oct 20 16:01:30 AEDT 2025","","Emoji reacts","",""
"","13822","Warning modal on restore account @android @medium-risk @1-devices","","Mon Oct 20 15:45:53 AEDT 2025","passed","Mon Oct 20 15:46:07 AEDT 2025","","warning_modal_restore_account.spec.ts","",""
"Verifies that a GIF disappears as expected in a group conversation","110999","Disappearing GIF to group @android @low-risk @3-devices","Disappearing Messages","Mon Oct 20 16:11:24 AEDT 2025","passed","Mon Oct 20 16:13:15 AEDT 2025","","Message Types","",""
"","27490","Change username @android @medium-risk @1-devices","","Mon Oct 20 15:45:01 AEDT 2025","passed","Mon Oct 20 15:45:29 AEDT 2025","","user_actions_change_username.spec.ts","",""
"Verifies that the profile picture can be changed and the new picture is displayed correctly.","27154","Change profile picture @android @medium-risk @1-devices","User Actions","Mon Oct 20 15:44:50 AEDT 2025","passed","Mon Oct 20 15:45:17 AEDT 2025","","Change Profile Picture","",""
"","62192","Send GIF 1:1 @android @medium-risk @2-devices","","Mon Oct 20 15:59:13 AEDT 2025","passed","Mon Oct 20 16:00:15 AEDT 2025","","message_gif.spec.ts","",""
"Verifies that an image disappears as expected in a 1:1 conversation","70802","Disappearing image message 1:1 @android @low-risk @2-devices","Disappearing Messages","Mon Oct 20 15:52:32 AEDT 2025","passed","Mon Oct 20 15:53:43 AEDT 2025","","Message Types","",""
"Verifies that the Appearance settings screen layout matches the expected baseline","23744","Check Appearance settings layout @android @high-risk @1-devices","Visual Checks","Mon Oct 20 15:45:46 AEDT 2025","passed","Mon Oct 20 15:46:10 AEDT 2025","","Settings","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","40132","Check message bubble layout @android @high-risk @2-devices","Visual Checks","Mon Oct 20 16:06:42 AEDT 2025","passed","Mon Oct 20 16:07:22 AEDT 2025","","Conversation","",""
"Verifies that a community invite disappears as expected in a 1:1 conversation","111163","Disappearing community invite message 1:1 @android @low-risk @2-devices","Disappearing Messages","Mon Oct 20 15:50:41 AEDT 2025","passed","Mon Oct 20 15:52:32 AEDT 2025","","Message Types","",""
"","50398","Send voice message 1:1 @android @high-risk @2-devices","","Mon Oct 20 16:02:49 AEDT 2025","passed","Mon Oct 20 16:03:40 AEDT 2025","","message_voice.spec.ts","",""
"","86316","Block message request in conversation @android @high-risk @3-devices","","Mon Oct 20 16:44:36 AEDT 2025","passed","Mon Oct 20 16:46:02 AEDT 2025","","message_requests_block.spec.ts","",""
"Verifies that the Settings page screen layout matches the expected baseline","16698","Check Settings page layout @android @high-risk @1-devices","Visual Checks","Mon Oct 20 15:45:17 AEDT 2025","passed","Mon Oct 20 15:45:34 AEDT 2025","","Settings","",""
"","12425","Onboarding no name @android @low-risk @1-devices","","Mon Oct 20 15:43:04 AEDT 2025","passed","Mon Oct 20 15:43:17 AEDT 2025","","input_validations/onboarding_no_name.spec.ts","",""
"Verifies that an emoji reaction can be sent and is received in a group.","35597","Send emoji react groups @android @high-risk @3-devices","Sending Messages","Mon Oct 20 16:26:56 AEDT 2025","passed","Mon Oct 20 16:27:32 AEDT 2025","","Emoji reacts","",""
"","34051","Delete message locally @android @high-risk @2-devices","","Mon Oct 20 15:58:38 AEDT 2025","passed","Mon Oct 20 15:59:13 AEDT 2025","","message_deletion.spec.ts","",""
"Verifies that the profile picture change on one device is reflected on a linked device.","34711","Change profile picture linked device @android @medium-risk @2-devices","User Actions","Mon Oct 20 15:57:19 AEDT 2025","passed","Mon Oct 20 15:57:54 AEDT 2025","","Change Profile Picture","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends","26727","Message length limit (2000 chars) @android @high-risk @1-devices","Sending Messages","Mon Oct 20 15:43:39 AEDT 2025","passed","Mon Oct 20 15:44:06 AEDT 2025","","Rules","",""
"","10163","Onboarding incorrect seed @android @low-risk @1-devices","","Mon Oct 20 15:42:58 AEDT 2025","passed","Mon Oct 20 15:43:08 AEDT 2025","","input_validations/onboarding_incorrect_seed.spec.ts","",""
"Verifies that the in-app review prompt only shows shows once after triggered","24192","Review prompt only once @android @medium-risk @1-devices","In-App Review Prompt","Mon Oct 20 15:44:25 AEDT 2025","passed","Mon Oct 20 15:44:50 AEDT 2025","","Triggers","",""
"Verifies that a user can be blocked from the conversation settings","47754","Block user in conversation settings @android @high-risk @2-devices","User Actions","Mon Oct 20 16:04:32 AEDT 2025","passed","Mon Oct 20 16:05:19 AEDT 2025","","Block/Unblock","",""
"","10511","Onboarding wrong seed @android @low-risk @1-devices","","Mon Oct 20 15:43:10 AEDT 2025","passed","Mon Oct 20 15:43:21 AEDT 2025","","input_validations/onboarding_wrong_seed.spec.ts","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","78858","Voice calls @android @high-risk @2-devices","Voice Calls","Mon Oct 20 16:06:42 AEDT 2025","passed","Mon Oct 20 16:08:01 AEDT 2025","","voice_calls.spec.ts","",""
"Verifies that a long message can be sent to a group","38312","Send long message to group @android @low-risk @3-devices","Sending Messages","Mon Oct 20 16:23:41 AEDT 2025","passed","Mon Oct 20 16:24:19 AEDT 2025","","Message types","",""
"","58849","Send document 1:1 @android @high-risk @2-devices","","Mon Oct 20 15:59:08 AEDT 2025","passed","Mon Oct 20 16:00:07 AEDT 2025","","message_document.spec.ts","",""
"Verifies that a voice message disappears as expected in a 1:1 conversation","70571","Disappearing voice message 1:1 @android @low-risk @2-devices","Disappearing Messages","Mon Oct 20 15:54:31 AEDT 2025","passed","Mon Oct 20 15:55:42 AEDT 2025","","Message Types","",""
"","38507","Send link 1:1 @android @high-risk @2-devices","","Mon Oct 20 16:00:15 AEDT 2025","passed","Mon Oct 20 16:00:53 AEDT 2025","","message_link_preview.spec.ts","",""
"","45203","Mentions for groups @android @medium-risk @3-devices","","Mon Oct 20 16:33:39 AEDT 2025","passed","Mon Oct 20 16:34:24 AEDT 2025","","group_tests_mentions.spec.ts","",""
"","47580","Hide note to self linked device @android @low-risk @2-devices","User Actions","Mon Oct 20 15:57:00 AEDT 2025","passed","Mon Oct 20 15:57:47 AEDT 2025","","Hide Note to Self","",""
"Verifies that a call control message disappears as expected in a 1:1 conversation","72414","Disappearing call message 1o1 @android @low-risk @2-devices","Disappearing Messages","Mon Oct 20 15:50:13 AEDT 2025","passed","Mon Oct 20 15:51:25 AEDT 2025","","Message Types","",""
"Verifies that a user can be blocked from the home screen long press menu","45312","Block user in conversation list @android @high-risk @2-devices","User Actions","Mon Oct 20 16:03:46 AEDT 2025","passed","Mon Oct 20 16:04:32 AEDT 2025","","Block/Unblock","",""
"Verifies that an image disappears as expected in a group conversation","70743","Disappearing image message to group @android @low-risk @3-devices","Disappearing Messages","Mon Oct 20 16:13:15 AEDT 2025","passed","Mon Oct 20 16:14:25 AEDT 2025","","Message Types","",""
