"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32875","Send image 1:1 @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_image.spec.ts","",""
"Verifies that a group created on one device appears on a linked device, and that a group name change syncs to all members.","125938","Create group and change name syncs @android @high-risk @4-devices","Groups","2026-07-08","passed","2026-07-08","","Create Group","",""
"Verifies that the Settings donation link is correct and that the HTTP request is successful (200)","29354","Donate Settings menu item @android @high-risk @1-devices","Donations","2026-07-08","passed","2026-07-08","","donate.spec.ts","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","30793","Send document to group @android @high-risk @3-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Message types","",""
"Verifies that an image can be sent to a group, all members receive the document, and replying to a document works as expected","31065","Send image to group @android @high-risk @3-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Message types","",""
"Verifies that an account can be restored on a second device by scanning a recovery phrase QR code","50513","Restore account from QR code @android @high-risk @2-devices","Onboarding","2026-07-08","passed","2026-07-08","","Restore account","",""
"Verifies that the in-app review prompt shows after the user visits the Path screen in Settings","20847","Review prompt Path trigger @android @high-risk @1-devices","In-App Review Prompt","2026-07-08","passed","2026-07-08","","Triggers","",""
"","19860","Onboarding terms of service @android @high-risk @1-devices","","2026-07-08","passed","2026-07-08","","onboarding_tos.spec.ts","",""
"","32533","Send document 1:1 @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_document.spec.ts","",""
"","22842","Onboarding privacy policy @android @high-risk @1-devices","","2026-07-08","passed","2026-07-08","","onboarding_pp.spec.ts","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","29386","Voice calls @android @high-risk @2-devices","Voice Calls","2026-07-08","failed","2026-07-08","","voice_calls.spec.ts","",""
"Verifies that a solo admin can't leave a group but is instead prompted to add admins or delete the group.","31270","Leave group as the only admin @android @high-risk @3-devices","Groups","2026-07-08","failed","2026-07-08","","Leave/Delete Group","",""
"Verifies that the Donate CTA is shown after dismissing the positive review prompt; verifies modal strings and screenshot; and that the Donate button shows the correct Open URL modal.","26770","Donate CTA shows after positive review @android @high-risk @1-devices","Donations","2026-07-08","failed","2026-07-08","","cta_donate_review.spec.ts","",""
"Verifies the app can be locked with a PIN and that the system lock screen appears on app launch when enabled.","37857","Lock app @android @high-risk @1-devices","Settings","2026-07-08","passed","2026-07-08","","Privacy","",""
"Verifies that a link with preview can be sent to a group, all members receive the document, and replying to a document works as expected","30848","Send link to group @android @high-risk @3-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Message types","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","31154","Disappear after send groups @android @high-risk @3-devices","Disappearing Messages","2026-07-08","failed","2026-07-08","","Conversation Types","",""
"","65076","Accept message request @android @high-risk @3-devices","","2026-07-08","passed","2026-07-08","","message_requests_accept.spec.ts","",""
"Verifies that the Settings page screen layout matches the expected baseline","18131","Check Settings page layout @android @high-risk @1-devices","Visual Checks","2026-07-08","passed","2026-07-08","","Settings","",""
"Verifies that a blocked user syncs to a linked device","31960","Block user linked device @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Block/Unblock","",""
"Verifies that joining a community works and the conversation syncs to a linked device","30761","Join community test @android @high-risk @2-devices","New Conversation","2026-07-08","failed","2026-07-08","","Join Community","",""
"Verifies message length behavior at 2001 characters - countdown shows -1, cannot send message (non Pro)","42019","Message length limit (2001 chars non Pro) @android @high-risk @1-devices","Sending Messages","2026-07-08","passed","2026-07-08","","Rules","",""
"Verifies the in-app review modal texts and buttons for the negative flow (Enjoying Session - Give Feedback - Open URL)","27319","Review prompt negative flow @android @high-risk @1-devices","In-App Review Prompt","2026-07-08","passed","2026-07-08","","Flows","",""
"Verifies that the Appearance settings screen layout matches the expected baseline","20242","Check Appearance settings layout @android @high-risk @1-devices","Visual Checks","2026-07-08","passed","2026-07-08","","Settings","",""
"Verifies that a group (and its messages) created on one device appears when restoring on a second device.","76575","Restore group @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Create Group","",""
"","30700","Delete conversation from conversation settings @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Conversation","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","23219","Check Conversations settings layout @android @high-risk @1-devices","Visual Checks","2026-07-08","passed","2026-07-08","","Settings","",""
"Verifies message length behavior at 1799 characters - no countdown shows, message sends (non Pro)","39052","Message length limit (1799 chars non Pro) @android @high-risk @1-devices","Sending Messages","2026-07-08","passed","2026-07-08","","Rules","",""
"Verifies that a voice message can be sent to a group, all members receive it, and replying to it works as expected","31705","Send voice message to group @android @high-risk @3-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Message types","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","37411","Check message bubble layout @android @high-risk @2-devices","Visual Checks","2026-07-08","failed","2026-07-08","","Conversation","",""
"","46399","Accept message request with text @android @high-risk @2-devices","","2026-07-08","passed","2026-07-08","","message_requests_accept_text_reply.spec.ts","",""
"","31540","Delete contact from conversation settings @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Contact","",""
"Verifies message length behavior at 10000 characters - countdown shows 0, message sends (Pro)","24686","Message length limit (10000 chars Pro) @android @high-risk @1-devices @pro","Sending Messages","2026-07-08","failed","2026-07-08","","Rules","",""
"","27158","Create user @android @high-risk @1-devices","","2026-07-08","passed","2026-07-08","","user_actions_create_user.spec.ts","",""
"Verifies that a group of 3 can be created successfully via the UI","63103","Create group @android @high-risk @3-devices","Groups","2026-07-08","failed","2026-07-08","","Create Group","",""
"Verifies that inviting a contact (Android: without chat history) works as expected.","34419","Invite contact to group without chat history @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Edit Group","",""
"","64805","Create contact @android @high-risk @3-devices","","2026-07-08","passed","2026-07-08","","user_actions_create_contact.spec.ts","",""
"Verifies that ONS resolution works","22311","ONS resolution @android @high-risk @1-devices","New Conversation","2026-07-08","passed","2026-07-08","","New Message","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends (non Pro)","37861","Message length limit (2000 chars non Pro) @android @high-risk @1-devices","Sending Messages","2026-07-08","passed","2026-07-08","","Rules","",""
"Verifies message length behavior at 10001 characters - countdown shows -1, cannot send message (Pro)","22687","Message length limit (10001 chars Pro) @android @high-risk @1-devices @pro","Sending Messages","2026-07-08","failed","2026-07-08","","Rules","",""
"","30562","Delete message locally @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_deletion.spec.ts","",""
"Verifies that a standard user can only pin 5 conversations","140835","Pinned conversation limit (non Pro) @android @high-risk @1-devices @pro","Session Pro","2026-07-08","passed","2026-07-08","","user_actions_pin_unpin.spec.ts","",""
"Verifies that leaving a group syncs to a linked device","87831","Leave group linked device @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Leave/Delete Group","",""
"Verifies that the in-app review prompt shows after the user presses the Donate button in Settings","23842","Review prompt Donate trigger @android @high-risk @1-devices","In-App Review Prompt","2026-07-08","passed","2026-07-08","","Triggers","",""
"","25470","Upload animated profile picture (Pro) @android @high-risk @1-devices @pro","User Actions","2026-07-08","failed","2026-07-08","","Change Profile Picture","",""
"Verifies that the Privacy settings screen layout matches the expected baseline","21310","Check Privacy settings layout @android @high-risk @1-devices","Visual Checks","2026-07-08","passed","2026-07-08","","Settings","",""
"Verifies that the Notifications settings screen layout matches the expected baseline","21312","Check Notifications settings layout @android @high-risk @1-devices","Visual Checks","2026-07-08","passed","2026-07-08","","Settings","",""
"Verifies that an admin can delete a group successfully via the UI.
  The group members see the empty state control message, and the admin's conversation disappears from the home screen, even on a linked device.","31695","Delete group linked device @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Leave/Delete Group","",""
"Verifies that local deletion in a group does not delete a message for other participants.","30834","Delete message locally in group @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Message","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","23150","Review prompt Appearance trigger @android @high-risk @1-devices","In-App Review Prompt","2026-07-08","passed","2026-07-08","","Triggers","",""
"Verifies message length behavior at 9799 characters - no countdown shows, message sends (Pro)","29844","Message length limit (9799 chars Pro) @android @high-risk @1-devices @pro","Sending Messages","2026-07-08","failed","2026-07-08","","Rules","",""
"Verifies message length behavior at 9800 characters - countdown shows 200, message sends (Pro)","30627","Message length limit (9800 chars Pro) @android @high-risk @1-devices @pro","Sending Messages","2026-07-08","failed","2026-07-08","","Rules","",""
"Verifies that a Pro user can pin 5+ conversations","25229","Pinned conversation limit (Pro) @android @high-risk @1-devices @pro","Session Pro","2026-07-08","failed","2026-07-08","","user_actions_pin_unpin.spec.ts","",""
"Verifies that global deletion in a group deletes a message for every participant.","31910","Delete message for all in group @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Message","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","31046","Disappear after send off 1:1 @android @high-risk @3-devices","Disappearing Messages","2026-07-08","failed","2026-07-08","","Conversation Types","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","30466","Set nickname @android @high-risk @2-devices","User Actions","2026-07-08","failed","2026-07-08","","Set Nickname","",""
"Verifies that an emoji reaction can be sent and is received in a group.","32425","Send emoji react groups @android @high-risk @3-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Emoji reacts","",""
"","33911","Animated Profile Picture shows @android @high-risk @2-devices @pro","Session Pro","2026-07-08","failed","2026-07-08","","user_actions_animated_profile_picture.spec.ts","",""
"","29624","Upload animated profile picture (non Pro) @android @high-risk @1-devices @pro","User Actions","2026-07-08","passed","2026-07-08","","Change Profile Picture","",""
"","31658","Send voice message 1:1 @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_voice.spec.ts","",""
"","29116","Delete conversation from conversation list @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Conversation","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends (non Pro)","39838","Message length limit (1800 chars non Pro) @android @high-risk @1-devices","Sending Messages","2026-07-08","passed","2026-07-08","","Rules","",""
"Verifies that the latest release banner is no longer present on the Create Group screen","31254","Create group banner @android @high-risk @2-devices","Groups","2026-07-08","failed","2026-07-08","","Create Group","",""
"Verifies that an emoji reaction can be sent and is received in a 1-1 conversation.","32274","Send emoji react 1:1 @android @high-risk @2-devices","Sending Messages","2026-07-08","failed","2026-07-08","","Emoji reacts","",""
"Verifies that when a message is deleted on one device, it shows as deleted on a linked device too.","31587","Delete message linked device @android @high-risk @3-devices","User Actions","2026-07-08","failed","2026-07-08","","Delete Message","",""
"","50955","Delete message request in list @android @high-risk @2-devices","","2026-07-08","passed","2026-07-08","","message_requests_delete.spec.ts","",""
"","30517","Send link 1:1 @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_link_preview.spec.ts","",""
"","78405","Delete message request in conversation @android @high-risk @3-devices","","2026-07-08","failed","2026-07-08","","message_requests_decline.spec.ts","",""
"Verifies that a new conversation can be started by scanning another user's Account ID QR code","30035","New Conversation from QR code @android @high-risk @2-devices","New Conversation","2026-07-08","failed","2026-07-08","","New Message","",""
"Verifies that a user can be blocked from the conversation settings","32114","Block user in conversation settings @android @high-risk @2-devices","User Actions","2026-07-08","failed","2026-07-08","","Block/Unblock","",""
"Verifies that a non-admin member can leave a group successfully via the UI","31837","Leave group @android @high-risk @3-devices","Groups","2026-07-08","failed","2026-07-08","","Leave/Delete Group","",""
"Verifies the in-app review modal texts and buttons for the positive flow (Enjoying Session - Rate App)","25275","Review prompt positive flow @android @high-risk @1-devices","In-App Review Prompt","2026-07-08","passed","2026-07-08","","Flows","",""
"Verifies that inviting a non-contact Account ID (without chat history) works as expected.","33887","Invite Account ID to group @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Edit Group","",""
"Verifies that inviting a contact to a group with message history works as expected.","33722","Invite contact to group with chat history @android @high-risk @4-devices","Groups","2026-07-08","failed","2026-07-08","","Edit Group","",""
"","88491","Block message request in conversation @android @high-risk @3-devices","","2026-07-08","passed","2026-07-08","","message_requests_block.spec.ts","",""
"","30486","User Profile Modal Home Screen @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","upm_homescreen.spec.ts","",""
"","31634","Unsend message @android @high-risk @2-devices","","2026-07-08","failed","2026-07-08","","message_unsend.spec.ts","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","32416","Disappear after read @android @high-risk @2-devices","Disappearing Messages","2026-07-08","failed","2026-07-08","","Conversation Types","",""
"Verifies that 'Disappear After Send' works as expected in a 1:1 conversation","30768","Disappear after send @android @high-risk @2-devices","Disappearing Messages","2026-07-08","failed","2026-07-08","","Conversation Types","",""
"Verifies that restoring an account works as expected: Display Name and Account ID match, no Recovery password banner on home screen.","46583","Link device @android @high-risk @2-devices","Onboarding","2026-07-08","passed","2026-07-08","","Restore account","",""
"Verifies that a user can be blocked from the home screen long press menu","31904","Block user in conversation list @android @high-risk @2-devices","User Actions","2026-07-08","failed","2026-07-08","","Block/Unblock","",""
