"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32959","Message requests clear all @ios @medium-risk @2-devices","","Tue Dec 09 11:38:19 AEDT 2025","passed","Tue Dec 09 11:38:52 AEDT 2025","","message_requests_clear_all.spec.ts","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","37053","Check message bubble layout @ios @high-risk @2-devices","Visual Checks","Tue Dec 09 11:45:42 AEDT 2025","passed","Tue Dec 09 11:46:19 AEDT 2025","","Conversation","",""
"Verifies that the Donate CTA is shown after dismissing the positive review prompt; verifies modal strings and screenshot; and that the Donate button shows the correct Open URL modal.","32439","Donate CTA shows after positive review @ios @high-risk @1-devices","Donations","Tue Dec 09 11:03:00 AEDT 2025","passed","Tue Dec 09 11:03:33 AEDT 2025","","cta_donate_review.spec.ts","",""
"Create four accounts, create a group with three, add the fourth member","166426","Add contact to group @ios @high-risk @4-devices","Groups","Tue Dec 09 11:18:27 AEDT 2025","passed","Tue Dec 09 11:21:13 AEDT 2025","","Edit Group","",""
"Verifies that an admin can delete a group successfully via the UI.
  The group members see the empty state control message, and the admin's conversation disappears from the home screen, even on a linked device.","57491","Delete group linked device @ios @high-risk @4-devices","Groups","Tue Dec 09 11:26:19 AEDT 2025","passed","Tue Dec 09 11:27:16 AEDT 2025","","Leave/Delete Group","",""
"Verifies that a user's placeholder avatar color appears the same to a contact","130945","Check placeholder avatar color @ios @medium-risk @2-devices","Visual Checks","Tue Dec 09 10:58:40 AEDT 2025","passed","Tue Dec 09 11:00:51 AEDT 2025","","Settings","",""
"Verifies that a community invite disappears as expected in a 1:1 conversation","118307","Disappearing community invite message 1:1 @ios @low-risk @2-devices","Disappearing Messages","Tue Dec 09 11:06:20 AEDT 2025","passed","Tue Dec 09 11:08:18 AEDT 2025","","Message Types","",""
"Verifies that a user can share an image from the photo gallery to Session","59386","Share to session @ios @medium-risk @2-devices","User Actions","Tue Dec 09 11:44:45 AEDT 2025","passed","Tue Dec 09 11:45:44 AEDT 2025","","Share to Session","",""
"Verifies that a message request cannot be sent when Community Message Requests are off.","103549","Community message requests off @ios @medium-risk @2-devices","Settings","Tue Dec 09 11:00:38 AEDT 2025","passed","Tue Dec 09 11:02:21 AEDT 2025","","Community Message Requests","",""
"Verifies that the profile picture change on one device is reflected on a linked device.","57649","Change profile picture linked device @ios @medium-risk @2-devices","User Actions","Tue Dec 09 11:31:32 AEDT 2025","passed","Tue Dec 09 11:32:30 AEDT 2025","","Change Profile Picture","",""
"Verifies that the landing page for a restored account matches the expected baseline","30184","Check landing page (restored account) layout @ios @low-risk @2-devices","Visual Checks","Tue Dec 09 11:29:33 AEDT 2025","passed","Tue Dec 09 11:30:04 AEDT 2025","","Onboarding","",""
"","63755","Send long message 1:1 @ios @low-risk @2-devices","","Tue Dec 09 11:37:03 AEDT 2025","passed","Tue Dec 09 11:38:06 AEDT 2025","","message_long_text.spec.ts","",""
"Sends a message 10 times in a 1-1 and logs the sending time","43755","Check performance @ios @low-risk @2-devices","Sending Messages","Tue Dec 09 11:33:53 AEDT 2025","passed","Tue Dec 09 11:34:37 AEDT 2025","","Performance","",""
"Verifies that a group description can be at most 200 chars and that every member can see a valid change.","151069","Change group description @ios @medium-risk @3-devices","Groups","Tue Dec 09 11:24:20 AEDT 2025","passed","Tue Dec 09 11:26:52 AEDT 2025","","Edit Group","",""
"Verifies that an image can be sent and received in a community","112665","Send image to community @ios @medium-risk @2-devices","Sending Messages","Tue Dec 09 11:03:10 AEDT 2025","passed","Tue Dec 09 11:05:03 AEDT 2025","","Message types","",""
"","45237","Accept message request with text @ios @high-risk @2-devices","","Tue Dec 09 11:37:34 AEDT 2025","passed","Tue Dec 09 11:38:19 AEDT 2025","","message_requests_accept_text_reply.spec.ts","",""
"Verifies that a non-admin member can leave a group successfully via the UI","68582","Leave group @ios @high-risk @3-devices","Groups","Tue Dec 09 11:27:16 AEDT 2025","passed","Tue Dec 09 11:28:25 AEDT 2025","","Leave/Delete Group","",""
"Verifies that a too long seed phrase throws the 'check your recovery password' error as expected.","13035","Onboarding wrong seed @ios @low-risk @1-devices","Onboarding","Tue Dec 09 11:29:20 AEDT 2025","passed","Tue Dec 09 11:29:33 AEDT 2025","","Input validations","",""
"","87700","Send video 1:1 @ios @medium-risk @2-devices","","Tue Dec 09 11:39:34 AEDT 2025","passed","Tue Dec 09 11:41:02 AEDT 2025","","message_video.spec.ts","",""
"Verifies that the Settings page screen layout matches the expected baseline","15479","Check Settings page layout @ios @high-risk @1-devices","Visual Checks","Tue Dec 09 11:45:44 AEDT 2025","passed","Tue Dec 09 11:46:00 AEDT 2025","","Settings","",""
"Mocks a custom install date 6 days, 23 hours, and 58 minutes ago, opens the app, and verifies that the Donate CTA does not show.","21937","Donate CTA does not show if app installed <7 days ago @ios @high-risk @1-devices","Donations","Tue Dec 09 11:03:24 AEDT 2025","passed","Tue Dec 09 11:03:46 AEDT 2025","","cta_donate_time.spec.ts","",""
"Verifies the alternate icon set on the App Disguise page is applied","117454","App disguise set icon @ios @medium-risk @1-devices","Settings","Tue Dec 09 10:58:40 AEDT 2025","passed","Tue Dec 09 11:00:38 AEDT 2025","","App Disguise","",""
"Verifies that an empty seed phrase throws the 'not long enough' error as expected.","12330","Onboarding no seed @ios @low-risk @1-devices","Onboarding","Tue Dec 09 11:29:15 AEDT 2025","passed","Tue Dec 09 11:29:27 AEDT 2025","","Input validations","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","113482","Disappear after send groups @ios @high-risk @3-devices","Disappearing Messages","Tue Dec 09 11:03:46 AEDT 2025","passed","Tue Dec 09 11:05:40 AEDT 2025","","Conversation Types","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","103333","Disappear after read @ios @high-risk @2-devices","Disappearing Messages","Tue Dec 09 11:03:33 AEDT 2025","passed","Tue Dec 09 11:05:16 AEDT 2025","","Conversation Types","",""
"Verifies that global deletion in a group deletes a message for every participant.","45581","Delete message for all in group @ios @high-risk @3-devices","User Actions","Tue Dec 09 11:16:36 AEDT 2025","passed","Tue Dec 09 11:17:21 AEDT 2025","","Delete Message","",""
"","39395","Delete conversation from conversation list @ios @high-risk @3-devices","User Actions","Tue Dec 09 11:44:02 AEDT 2025","passed","Tue Dec 09 11:44:41 AEDT 2025","","Delete Conversation","",""
"","33876","Unsend message @ios @high-risk @2-devices","","Tue Dec 09 11:39:17 AEDT 2025","passed","Tue Dec 09 11:39:51 AEDT 2025","","message_unsend.spec.ts","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","54454","Send document to group @ios @high-risk @3-devices","Sending Messages","Tue Dec 09 11:14:44 AEDT 2025","passed","Tue Dec 09 11:15:38 AEDT 2025","","Message types","",""
