"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that a previously promoted admin has admin powers on their linked device.","134526","Promote to admin (linked device) @android @medium-risk @4-devices","Groups","2026-04-07","passed","2026-04-07","","Edit Group","",""
"Verifies that an image disappears as expected in a group conversation","79733","Disappearing image message to group @android @low-risk @3-devices","Disappearing Messages","2026-04-07","passed","2026-04-07","","Message Types","",""
"Verifies that a group description can be at most 200 chars and that every member can see a valid change.","38574","Change group description @android @medium-risk @3-devices","Groups","2026-04-07","passed","2026-04-07","","Edit Group","",""
"Verifies that the 'Invite a Friend' share functionality opens the native share sheet and the user's Account ID is present in the message.","23624","Invite a friend @android @medium-risk @1-devices","New Conversation","2026-04-07","passed","2026-04-07","","Invite a Friend","",""
"Verifies that a link preview disappears as expected in a group conversation","76337","Disappearing link to group @android @low-risk @3-devices","Disappearing Messages","2026-04-07","passed","2026-04-07","","Message Types","",""
"Verifies that a GIF disappears as expected in a group conversation","120256","Disappearing GIF to group @android @low-risk @3-devices","Disappearing Messages","2026-04-07","passed","2026-04-07","","Message Types","",""
"Verifies that a seed phrase with a word not on the mnemonic list throws the 'some words are incorrect' error as expected.","10068","Onboarding incorrect seed @android @low-risk @1-devices","Onboarding","2026-04-07","passed","2026-04-07","","Input validations","",""
"","59743","Hide recovery password @android @medium-risk @2-devices","","2026-04-07","passed","2026-04-07","","user_actions_hide_recovery_password.spec.ts","",""
"Verifies that a community can be joined by scanning a community QR code","48461","Join Community from QR code @android @medium-risk @2-devices","New Conversation","2026-04-07","passed","2026-04-07","","Join Community","",""
"Verifies that the ""Learn More"" link on the Network Page opens the correct URL in the device browser.","23558","Network page learn more network link @android @medium-risk @1-devices","Network Page","2026-04-07","passed","2026-04-07","","network_page_link_network.spec.ts","",""
"","36762","Send link 1:1 @android @high-risk @2-devices","","2026-04-07","passed","2026-04-07","","message_link_preview.spec.ts","",""
"Verifies the in-app review modal texts and buttons for the negative flow (Enjoying Session - Give Feedback - Open URL)","23887","Review prompt negative flow @android @high-risk @1-devices","In-App Review Prompt","2026-04-07","passed","2026-04-07","","Flows","",""
"Verifies that a community invite disappears as expected in a 1:1 conversation","109066","Disappearing community invite message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-04-07","passed","2026-04-07","","Message Types","",""
"","63298","Send image 1:1 @android @high-risk @2-devices","","2026-04-07","passed","2026-04-07","","message_image.spec.ts","",""
"","63922","Send voice message 1:1 @android @high-risk @2-devices","","2026-04-07","passed","2026-04-07","","message_voice.spec.ts","",""
"Verifies that a user can share an image from the photo gallery to Session","46228","Share to Session @android @medium-risk @2-devices","User Actions","2026-04-07","passed","2026-04-07","","Share to Session","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends (non Pro)","33089","Message length limit (1800 chars non Pro) @android @high-risk @1-devices","Sending Messages","2026-04-07","passed","2026-04-07","","Rules","",""
"Verifies that a group of 3 can be created successfully via the UI","86202","Create group @android @high-risk @3-devices","Groups","2026-04-07","passed","2026-04-07","","Create Group","",""
"Verifies that the latest release banner is no longer present on the Edit Group screen","32161","Edit group banner @android @medium-risk @3-devices","Groups","2026-04-07","passed","2026-04-07","","Edit Group","",""
