"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that an account can be restored on a second device by scanning a recovery phrase QR code","36883","Restore account from QR code @android @high-risk @2-devices","Onboarding","2026-04-09","passed","2026-04-09","","Restore account","",""
"Verifies that a voice message can be sent to a group, all members receive it, and replying to it works as expected","43279","Send voice message to group @android @high-risk @3-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Message types","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","18396","Review prompt Appearance trigger @android @high-risk @1-devices","In-App Review Prompt","2026-04-09","passed","2026-04-09","","Triggers","",""
"","92550","Block message request in conversation @android @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","message_requests_block.spec.ts","",""
"Verifies the app can be locked with a PIN and that the system lock screen appears on app launch when enabled.","33102","Lock app @android @high-risk @1-devices","Settings","2026-04-09","passed","2026-04-09","","Privacy","",""
"","32600","Send link 1:1 @android @high-risk @2-devices","","2026-04-09","passed","2026-04-09","","message_link_preview.spec.ts","",""
"Verifies that a new conversation can be started by scanning another user's Account ID QR code","30067","New Conversation from QR code @android @high-risk @2-devices","New Conversation","2026-04-09","passed","2026-04-09","","New Message","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","19986","Check Conversations settings layout @android @high-risk @1-devices","Visual Checks","2026-04-09","passed","2026-04-09","","Settings","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","61902","Disappear after read @android @high-risk @2-devices","Disappearing Messages","2026-04-09","passed","2026-04-09","","Conversation Types","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","55388","Send document to group @android @high-risk @3-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Message types","",""
"","67722","Delete message request in conversation @android @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","message_requests_decline.spec.ts","",""
"Verifies that global deletion in a group deletes a message for every participant.","30930","Delete message for all in group @android @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Delete Message","",""
"Verifies that inviting a contact (Android: without chat history) works as expected.","82300","Invite contact to group without chat history @android @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Edit Group","",""
"","63873","Create contact @android @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","user_actions_create_contact.spec.ts","",""
"Verifies that the Notifications settings screen layout matches the expected baseline","19698","Check Notifications settings layout @android @high-risk @1-devices","Visual Checks","2026-04-09","passed","2026-04-09","","Settings","",""
