"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75291","Create contact @android @high-risk @3-devices","","2026-02-10","passed","2026-02-10","","user_actions_create_contact.spec.ts","",""
"Verifies that a group of 3 can be created successfully via the UI","87818","Create group @android @high-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Create Group","",""
"","80653","Delete contact from conversation settings @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Contact","",""
"Verifies that the ""Learn More"" link on the Network Page for Staking opens the correct URL in the device browser.","26279","Network page learn more staking link @android @medium-risk @1-devices","Network Page","2026-02-10","passed","2026-02-10","","network_page_link_staking.spec.ts","",""
"Verifies that the in-app review prompt shows after the user presses the Donate button in Settings","20090","Review prompt Donate trigger @android @high-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Triggers","",""
"Verifies that a user can be unblocked after being blocked","50477","Unblock user @android @low-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Block/Unblock","",""
"Verifies that a community admin can ban a user and delete their messages. Banned user cannot send messages anymore.","84363","Ban and delete in community @android @medium-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Ban/Unban","",""
"Verifies that a too long seed phrase throws the 'check your recovery password' error as expected.","9763","Onboarding wrong seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that a voice message can be sent to a group, all members receive the document, and replying to a document works as expected","54834","Send voice message to group @android @high-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies the in-app review modal texts and buttons for the negative flow (Enjoying Session - Give Feedback - Open URL)","24205","Review prompt negative flow @android @high-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Flows","",""
"Verifies that a username change syncs to a linked device.","37162","Change username linked device @android @medium-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Change Username","",""
"Verifies that a voice note disappears as expected in a group conversation","73930","Disappearing voice message to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that an emoji reaction can be sent and is received in a community","51087","Send emoji react community @android @medium-risk @2-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Emoji reacts","",""
"Verifies that a non-admin member can leave a group successfully via the UI","43269","Leave group @android @high-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Leave/Delete Group","",""
"Verifies that the Settings donation link is correct and that the HTTP request is successful (200)","22907","Donate Settings menu item @android @high-risk @1-devices","Donations","2026-02-10","passed","2026-02-10","","donate.spec.ts","",""
"Verifies that the profile picture can be changed and the new picture is displayed correctly.","31482","Change profile picture @android @medium-risk @1-devices","User Actions","2026-02-10","passed","2026-02-10","","Change Profile Picture","",""
"Verifies that the Donate CTA is shown after dismissing the positive review prompt; verifies modal strings and screenshot; and that the Donate button shows the correct Open URL modal.","29025","Donate CTA shows after positive review @android @high-risk @1-devices","Donations","2026-02-10","passed","2026-02-10","","cta_donate_review.spec.ts","",""
"Verifies that a solo admin can't leave a group but is instead prompted to add admins or delete the group.","40859","Leave group as the only admin @android @high-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Leave/Delete Group","",""
"Verifies that the latest release banner is no longer present on the Edit Group screen","34992","Edit group banner @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that a group name change syncs to every member.","37041","Change group name @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that mentions can be sent to a group, and that all participants see them correctly.","45180","Mentions for groups @android @medium-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Mentions","",""
"Verifies that a user's avatar color is consistent across linked devices.","27184","Avatar color linked device @android @medium-risk @2-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Onboarding","",""
"Verifies that multiple members can be promoted to Admin in one action.","77139","Promote to admin (multiple members) @android @medium-risk @3-devices","Groups","2026-02-10","failed","2026-02-10","","Edit Group","",""
"Verifies that the Session Network Page displays the values fetched from the network API correctly.","20154","Network page values @android @medium-risk @1-devices","Network Page","2026-02-10","passed","2026-02-10","","network_page_values.spec.ts","",""
"","53684","Delete conversation from conversation list @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Conversation","",""
"Verifies that a GIF can be sent to a group, all members receive the document, and replying to a document works as expected","81874","Send GIF to group @android @medium-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies message length behavior at 1799 characters - no countdown shows, message sends","27554","Message length limit (1799 chars) @android @high-risk @1-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Rules","",""
"","45648","Accept message request with text @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_requests_accept_text_reply.spec.ts","",""
"","38385","Delete message locally @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_deletion.spec.ts","",""
"Verifies that a video disappears as expected in a 1:1 conversation","120653","Disappearing video message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that Disappearing Messages can be set in Note to Self, and that a message disappears after the specified expiry time.","76972","Disappear after send note to self @android @medium-risk @1-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Conversation Types","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends","26240","Message length limit (1800 chars) @android @high-risk @1-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Rules","",""
"","89065","Block message request in conversation @android @high-risk @3-devices","","2026-02-10","passed","2026-02-10","","message_requests_block.spec.ts","",""
"Verifies that a user can share an image from the photo gallery to Session","47771","Share to session @android @medium-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Share to Session","",""
"","30965","Change username @android @medium-risk @1-devices","","2026-02-10","passed","2026-02-10","","user_actions_change_username.spec.ts","",""
"Verifies that the Appearance settings screen layout matches the expected baseline","19631","Check Appearance settings layout @android @high-risk @1-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"","15969","Onboarding privacy policy @android @high-risk @1-devices","","2026-02-10","passed","2026-02-10","","onboarding_pp.spec.ts","",""
"","56196","Send community invitation @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_community_invitation.spec.ts","",""
"","53154","Send voice message 1:1 @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_voice.spec.ts","",""
"Verifies that an emoji reaction can be sent and is received in a group.","39652","Send emoji react groups @android @high-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Emoji reacts","",""
"Verifies that a group member can be promoted to Admin.","64453","Promote to admin (one member) @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that a link preview disappears as expected in a 1:1 conversation","85523","Disappearing link message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that a voice message disappears as expected in a 1:1 conversation","76344","Disappearing voice message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"","14646","Warning modal on new account @android @medium-risk @1-devices","","2026-02-10","passed","2026-02-10","","warning_modal_new_account.spec.ts","",""
"Verifies that a video can be sent to a group, all members receive the document, and replying to a document works as expected","82991","Send video to group @android @medium-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies that a too long display name (101 bytes) throws the 'shorter display name' error as expected.","9386","Onboarding long name @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that only admins can enable Disappearing Messages in a group","31803","Group member disappearing messages @android @medium-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Rules","",""
"Verifies that a user can be blocked from the home screen long press menu","50352","Block user in conversation list @android @high-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Block/Unblock","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","66422","Disappear after send off 1:1 @android @high-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Conversation Types","",""
"","45012","Hide recovery password @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","user_actions_hide_recovery_password.spec.ts","",""
"Verifies that the landing page for a restored account matches the expected baseline","33668","Check landing page (restored account) layout @android @low-risk @2-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Onboarding","",""
"Verifies that an emoji reaction can be sent and is received in a 1-1 conversation.","39279","Send emoji react 1:1 @android @high-risk @2-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Emoji reacts","",""
"Verifies that a group (and its messages) created on one device appears when restoring on a second device.","113759","Restore group @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Create Group","",""
"","85603","Send video 1:1 @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_video.spec.ts","",""
"Verifies that a user's placeholder avatar color appears the same to a contact","28229","Check placeholder avatar color @android @medium-risk @2-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"Verifies that an admin can delete a group successfully via the UI.
  The group members see the empty state control message, and the admin's conversation disappears from the home screen, even on a linked device.","73187","Delete group linked device @android @high-risk @4-devices","Groups","2026-02-10","failed","2026-02-10","","Leave/Delete Group","",""
"","73202","Accept message request @android @high-risk @3-devices","","2026-02-10","passed","2026-02-10","","message_requests_accept.spec.ts","",""
"Verifies that a group description can be at most 200 chars and that every member can see a valid change.","41080","Change group description @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that a message request can be sent when Community Message Requests are on.","70605","Community message requests on @android @medium-risk @2-devices","Settings","2026-02-10","passed","2026-02-10","","Community Message Requests","",""
"","32291","User Profile Modal Home Screen @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","upm_homescreen.spec.ts","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","96433","Voice calls @android @high-risk @2-devices","Voice Calls","2026-02-10","passed","2026-02-10","","voice_calls.spec.ts","",""
"Verifies that global deletion in a group deletes a message for every participant.","43414","Delete message for all in group @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Message","",""
"Verifies that a long message can be sent to a group","92558","Send long message to group @android @low-risk @3-devices","Sending Messages","2026-02-10","failed","2026-02-10","","Message types","",""
"Verifies that a GIF disappears as expected in a 1:1 conversation","114876","Disappearing GIF message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that the in-app review prompt shows after the user visits the Path screen in Settings","20477","Review prompt Path trigger @android @high-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Triggers","",""
"Verifies that an image can be sent to a group, all members receive the document, and replying to a document works as expected","60347","Send image to group @android @high-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies that a community admin can ban a user. 
    Banned user cannot send messages anymore.
    Admin then can unban a user and they can send messages again. ","104858","Ban and unban user in community @android @medium-risk @2-devices","User Actions","2026-02-10","failed","2026-02-10","","Ban/Unban","",""
"Verifies message length behavior at 2001 characters - countdown shows -1, cannot send message","30009","Message length limit (2001 chars) @android @high-risk @1-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Rules","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","45237","Check message bubble layout @android @high-risk @2-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Conversation","",""
"Verifies that a community admin can ban a user. 
    The banned user cannot send a message.
    The banned account is restored on a second device. 
    Admin then unbans the user, and they can send messages on both devices.","95692","Ban and unban user in community - linked device @android @medium-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Ban/Unban","",""
"Verifies that a group created on one device appears on a linked device, and that a group name change syncs to all members.","132261","Create group and change name syncs @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Create Group","",""
"","20468","Create user @android @high-risk @1-devices","","2026-02-10","passed","2026-02-10","","user_actions_create_user.spec.ts","",""
"Verifies Note to Self can be hidden and then unhidden/shown again in the conversation settings","48782","Hide note to self @android @low-risk @1-devices","User Actions","2026-02-10","passed","2026-02-10","","Hide Note to Self","",""
"Verifies that inviting a contact to a group with message history works as expected.","95627","Invite contact to group with chat history @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that an image disappears as expected in a 1:1 conversation","75847","Disappearing image message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that a community invite disappears as expected in a 1:1 conversation","121055","Disappearing community invite message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that a message request cannot be sent when Community Message Requests are off.","41349","Community message requests off @android @medium-risk @2-devices","Settings","2026-02-10","passed","2026-02-10","","Community Message Requests","",""
"Verifies that an empty display name throws the 'please enter a display name' error as expected.","9721","Onboarding no name @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"","102946","Delete message request in conversation @android @high-risk @3-devices","","2026-02-10","passed","2026-02-10","","message_requests_decline.spec.ts","",""
"Verifies that the 'Invite a Friend' share functionality opens the native share sheet and the user's Account ID is present in the message.","22893","Invite a friend @android @medium-risk @1-devices","New Conversation","2026-02-10","passed","2026-02-10","","Invite a Friend","",""
"Verifies that a GIF disappears as expected in a group conversation","117247","Disappearing GIF to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that a video disappears as expected in a group conversation","116850","Disappearing video to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that the Network Page refreshes and updates the ""Last updated"" timestamp correctly.","114617","Network page refresh @android @low-risk @1-devices","Network Page","2026-02-10","failed","2026-02-10","","network_page_refresh_page.spec.ts","",""
"Verifies that the latest release banner is no longer present on the Create Group screen","31685","Create group banner @android @high-risk @2-devices","Groups","2026-02-10","passed","2026-02-10","","Create Group","",""
"Verifies the alternate icon set on the App Disguise page is applied","37889","App disguise set icon @android @medium-risk @1-devices","Settings","2026-02-10","passed","2026-02-10","","App Disguise","",""
"","37011","Send link 1:1 @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_link_preview.spec.ts","",""
"Verifies that a group member can be kicked from a group and that the kicked member is removed from the group (with their messages deleted).","56280","Kick and remove messages @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that a seed phrase with a word not on the mnemonic list throws the 'some words are incorrect' error as expected.","13157","Onboarding incorrect seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"","42540","Delete message request in list @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_requests_delete.spec.ts","",""
"","74373","Send GIF 1:1 @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_gif.spec.ts","",""
"","63904","Send document 1:1 @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_document.spec.ts","",""
"Verifies that 'Disappear After Send' works as expected in a 1:1 conversation","75906","Disappear after send @android @high-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Conversation Types","",""
"Verifies that ONS resolution works","21752","ONS resolution @android @high-risk @1-devices","New Conversation","2026-02-10","passed","2026-02-10","","New Message","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","35763","Set nickname @android @high-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Set Nickname","",""
"Verifies that a group member can be kicked from a group and that the kicked member is removed from the group.","44635","Kick member @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","63486","Send document to group @android @high-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies that the Privacy settings screen layout matches the expected baseline","20090","Check Privacy settings layout @android @high-risk @1-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","20541","Review prompt Appearance trigger @android @high-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Triggers","",""
"Verifies that the Notifications settings screen layout matches the expected baseline","20767","Check Notifications settings layout @android @high-risk @1-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"Verifies that an image disappears as expected in a group conversation","75374","Disappearing image message to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"","55575","Send image 1:1 @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_image.spec.ts","",""
"Verifies that the in-app review prompt only shows shows once after triggered","25047","Review prompt only once @android @medium-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Triggers","",""
"","14923","Onboarding terms of service @android @high-risk @1-devices","","2026-02-10","passed","2026-02-10","","onboarding_tos.spec.ts","",""
"Verifies that leaving a group syncs to a linked device","131508","Leave group linked device @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Leave/Delete Group","",""
"","47484","Delete conversation from conversation settings @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Conversation","",""
"Verifies that inviting a contact (Android: without chat history) works as expected.","99020","Invite contact to group without chat history @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","19886","Check Conversations settings layout @android @high-risk @1-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"Verifies that joining a community works and the conversation syncs to a linked device","63982","Join community test @android @high-risk @2-devices","New Conversation","2026-02-10","passed","2026-02-10","","Join Community","",""
"Verifies that an image can be sent and received in a community","59221","Send image to community @android @medium-risk @2-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies that Hide Note To Self syncs to a linked device.","51152","Hide note to self linked device @android @low-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Hide Note to Self","",""
"Verifies that the Settings page screen layout matches the expected baseline","17993","Check Settings page layout @android @high-risk @1-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Settings","",""
"Verifies the alternate icons on the App Disguise page look as expected","32376","Check app disguise icon layout @android @medium-risk @1-devices","Settings","2026-02-10","passed","2026-02-10","","App Disguise","",""
"Verifies that local deletion in a group does not delete a message for other participants.","43152","Delete message locally in group @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Message","",""
"Sends a message 10 times in a 1-1 and logs the sending time","63359","Check performance @android @low-risk @2-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Performance","",""
"Verifies that a previously promoted admin has admin powers on their linked device.","140337","Promote to admin (linked device) @android @medium-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies the in-app review modal texts and buttons for the positive flow (Enjoying Session - Rate App)","21545","Review prompt positive flow @android @high-risk @1-devices","In-App Review Prompt","2026-02-10","passed","2026-02-10","","Flows","",""
"Verifies the slow mode background permissions modal appears, accepting it shows the system dialog.","16879","Slow mode background perms modal @android @medium-risk @1-devices","Settings","2026-02-10","passed","2026-02-10","","Notifications","",""
"Verifies that the landing page for a new account matches the expected baseline","15460","Check landing page (new account) layout @android @low-risk @1-devices","Visual Checks","2026-02-10","failed","2026-02-10","","Onboarding","",""
"Verifies that a blocked user syncs to a linked device","42988","Block user linked device @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Block/Unblock","",""
"","42075","Unsend message @android @high-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_unsend.spec.ts","",""
"","47721","Send long message 1:1 @android @low-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_long_text.spec.ts","",""
"Verifies that the ""Learn More"" link on the Network Page opens the correct URL in the device browser.","25274","Network page learn more network link @android @medium-risk @1-devices","Network Page","2026-02-10","passed","2026-02-10","","network_page_link_network.spec.ts","",""
"Verifies that inviting a non-contact Account ID (without chat history) works as expected.","71883","Invite Account ID to group @android @high-risk @4-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"","43949","Message requests clear all @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","message_requests_clear_all.spec.ts","",""
"Verifies that a link with preview can be sent to a group, all members receive the document, and replying to a document works as expected","50538","Send link to group @android @high-risk @3-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Message types","",""
"Verifies that a link preview disappears as expected in a group conversation","76332","Disappearing link to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"Verifies that the latest release banner is present on the Invite Contacts screen","32784","Invite contacts banner @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Edit Group","",""
"Verifies that when a message is deleted on one device, it shows as deleted on a linked device too.","41975","Delete message linked device @android @high-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Message","",""
"Verifies that 'Delete for everyone' in a 1-1 deletes the message in the conversation view and on the home screen for both parties and a linked device.","57833","Unsent message syncs @android @medium-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Delete Message","",""
"Verifies that a user can be blocked from the conversation settings","55306","Block user in conversation settings @android @high-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Block/Unblock","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends","27227","Message length limit (2000 chars) @android @high-risk @1-devices","Sending Messages","2026-02-10","passed","2026-02-10","","Rules","",""
"","14176","Warning modal on restore account @android @medium-risk @1-devices","","2026-02-10","passed","2026-02-10","","warning_modal_restore_account.spec.ts","",""
"Verifies that a call control message disappears as expected in a 1:1 conversation","82429","Disappearing call message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Message Types","",""
"","54671","Read status @android @medium-risk @2-devices","","2026-02-10","passed","2026-02-10","","user_actions_read_status.spec.ts","",""
"Verifies that an admin can leave a group if there is more than one admin in the group.","66436","Leave group with more than one admin @android @medium-risk @3-devices","Groups","2026-02-10","passed","2026-02-10","","Leave/Delete Group","",""
"Verifies that the profile picture change on one device is reflected on a linked device.","39567","Change profile picture linked device @android @medium-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Change Profile Picture","",""
"Verifies that restoring an account works as expected: Display Name and Account ID match, no Recovery password banner on home screen.","49016","Link device @android @high-risk @2-devices","Onboarding","2026-02-10","passed","2026-02-10","","Restore account","",""
"Verifies that an empty seed phrase throws the 'not long enough' error as expected.","9629","Onboarding no seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","68692","Disappear after send groups @android @high-risk @3-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Conversation Types","",""
"Verifies that a community admin can ban a user and delete their messages.
    Then, restore the banned account on a second device. 
    The banned user cannot send messages anymore on either of their linked devices.","97798","Ban and delete in community - linked device @android @medium-risk @3-devices","User Actions","2026-02-10","passed","2026-02-10","","Ban/Unban","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","77760","Disappear after read @android @high-risk @2-devices","Disappearing Messages","2026-02-10","passed","2026-02-10","","Conversation Types","",""
