"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","50078","Disappear after send off 1:1 @android @high-risk @3-devices","Disappearing Messages","Tue Sep 16 14:05:53 AEST 2025","failed","Tue Sep 16 14:06:43 AEST 2025","","Conversation Types","",""
"","113995","Restore group @android @high-risk @4-devices","","Tue Sep 16 14:24:47 AEST 2025","passed","Tue Sep 16 14:26:41 AEST 2025","","linked_device_restore_group.spec.ts","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","68424","Disappear after send groups @android @high-risk @3-devices","Disappearing Messages","Tue Sep 16 14:02:59 AEST 2025","passed","Tue Sep 16 14:04:08 AEST 2025","","Conversation Types","",""
"","44098","Send voice message 1:1 @android @high-risk @2-devices","","Tue Sep 16 13:57:51 AEST 2025","failed","Tue Sep 16 13:58:36 AEST 2025","","message_voice.spec.ts","",""
"","34163","Delete message locally @android @high-risk @2-devices","","Tue Sep 16 13:51:08 AEST 2025","passed","Tue Sep 16 13:51:42 AEST 2025","","message_deletion.spec.ts","",""
"","32183","Send link 1:1 @android @high-risk @2-devices","","Tue Sep 16 13:55:10 AEST 2025","failed","Tue Sep 16 13:55:43 AEST 2025","","message_link_preview.spec.ts","",""
"Verifies that a blocked user syncs to a linked device","37345","Block user linked device @android @high-risk @3-devices","User Actions","Tue Sep 16 14:21:24 AEST 2025","passed","Tue Sep 16 14:22:01 AEST 2025","","Block/Unblock","",""
"Verifies that the in-app review prompt shows after the user presses the Donate button in Settings","20556","Review prompt Donate trigger @android @high-risk @1-devices","In-App Review Prompt","Tue Sep 16 13:48:30 AEST 2025","passed","Tue Sep 16 13:48:50 AEST 2025","","Triggers","",""
"Verifies that a user can be blocked from the conversation settings","46188","Block user in conversation settings @android @high-risk @2-devices","User Actions","Tue Sep 16 13:58:37 AEST 2025","passed","Tue Sep 16 13:59:23 AEST 2025","","Block/Unblock","",""
"Verifies that a user can be blocked from the home screen long press menu","38548","Block user in conversation list @android @high-risk @2-devices","User Actions","Tue Sep 16 13:59:05 AEST 2025","failed","Tue Sep 16 13:59:43 AEST 2025","","Block/Unblock","",""
"","20589","Create user @android @high-risk @1-devices","","Tue Sep 16 13:48:47 AEST 2025","passed","Tue Sep 16 13:49:07 AEST 2025","","user_actions_create_user.spec.ts","",""
"","44260","Send image 1:1 @android @high-risk @2-devices","","Tue Sep 16 13:53:15 AEST 2025","failed","Tue Sep 16 13:53:59 AEST 2025","","message_image.spec.ts","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","69973","Disappear after read @android @high-risk @2-devices","Disappearing Messages","Tue Sep 16 13:49:18 AEST 2025","passed","Tue Sep 16 13:50:28 AEST 2025","","Conversation Types","",""
"Verifies the in-app review modal texts and buttons for the positive flow (Enjoying Session - Rate App)","19009","Review prompt positive flow @android @high-risk @1-devices","In-App Review Prompt","Tue Sep 16 13:48:13 AEST 2025","passed","Tue Sep 16 13:48:32 AEST 2025","","Flows","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","42406","Set nickname @android @high-risk @2-devices","User Actions","Tue Sep 16 14:00:50 AEST 2025","failed","Tue Sep 16 14:01:33 AEST 2025","","Set Nickname","",""
"","126417","Leave group linked device @android @high-risk @4-devices","","Tue Sep 16 14:26:41 AEST 2025","passed","Tue Sep 16 14:28:48 AEST 2025","","linked_group_leave.spec.ts","",""
"","128228","Create group and change name syncs @android @high-risk @4-devices","","Tue Sep 16 14:22:01 AEST 2025","passed","Tue Sep 16 14:24:09 AEST 2025","","linked_device_create_group.spec.ts","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","61378","Voice calls @android @high-risk @2-devices","Voice Calls","Tue Sep 16 14:01:49 AEST 2025","failed","Tue Sep 16 14:02:51 AEST 2025","","voice_calls.spec.ts","",""
"","37883","Delete message linked device @android @high-risk @3-devices","","Tue Sep 16 14:24:09 AEST 2025","passed","Tue Sep 16 14:24:47 AEST 2025","","linked_device_delete_message.spec.ts","",""
"","48487","Send link to group @android @high-risk @3-devices","","Tue Sep 16 14:14:10 AEST 2025","failed","Tue Sep 16 14:14:59 AEST 2025","","group_message_link_preview.spec.ts","",""
"","40105","Accept message request with text @android @high-risk @2-devices","","Tue Sep 16 13:55:07 AEST 2025","passed","Tue Sep 16 13:55:47 AEST 2025","","message_requests_accept_text_reply.spec.ts","",""
"","15409","Onboarding privacy policy @android @high-risk @1-devices","","Tue Sep 16 13:48:31 AEST 2025","passed","Tue Sep 16 13:48:47 AEST 2025","","onboarding_pp.spec.ts","",""
"","36155","Leave group @android @high-risk @3-devices","","Tue Sep 16 14:20:48 AEST 2025","passed","Tue Sep 16 14:21:24 AEST 2025","","group_tests_leave_group.spec.ts","",""
