"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","39839","Check message bubble layout @ios @high-risk @2-devices","Visual Checks","2026-03-19","passed","2026-03-19","","Conversation","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","181884","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","2026-03-19","passed","2026-03-19","","Conversation Types","",""
"Verifies that the Notifications settings screen layout matches the expected baseline","17313","Check Notifications settings layout @ios @high-risk @1-devices","Visual Checks","2026-03-19","passed","2026-03-19","","Settings","",""
"Verifies that local deletion in a group does not delete a message for other participants.","61347","Delete message locally in group @ios @high-risk @3-devices","User Actions","2026-03-19","passed","2026-03-19","","Delete Message","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","72275","Disappear after read @ios @high-risk @2-devices","Disappearing Messages","2026-03-19","passed","2026-03-19","","Conversation Types","",""
"Verifies that the Appearance settings screen layout matches the expected baseline","16643","Check Appearance settings layout @ios @high-risk @1-devices","Visual Checks","2026-03-19","passed","2026-03-19","","Settings","",""
"","50398","Send image 1:1 @ios @high-risk @2-devices","","2026-03-19","passed","2026-03-19","","message_image.spec.ts","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","211261","Disappear after send groups @ios @high-risk @3-devices","Disappearing Messages","2026-03-19","passed","2026-03-19","","Conversation Types","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends","55939","Message length limit (1800 chars) @ios @high-risk @1-devices","Sending Messages","2026-03-19","passed","2026-03-19","","Rules","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends","59454","Message length limit (2000 chars) @ios @high-risk @1-devices","Sending Messages","2026-03-19","passed","2026-03-19","","Rules","",""
"Verifies that a user can set a nickname for a contact and that it appears correctly in the conversation settings, conversation header and home screen.","33786","Set nickname @ios @high-risk @2-devices","User Actions","2026-03-19","passed","2026-03-19","","Set Nickname","",""
"Verifies that a non-admin member can leave a group successfully via the UI","51266","Leave group @ios @high-risk @3-devices","Groups","2026-03-19","passed","2026-03-19","","Leave/Delete Group","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","16205","Check Conversations settings layout @ios @high-risk @1-devices","Visual Checks","2026-03-19","passed","2026-03-19","","Settings","",""
