"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that a link preview disappears as expected in a group conversation","263","Disappearing link to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a seed phrase with a word not on the mnemonic list throws the 'some words are incorrect' error as expected.","19070","Onboarding incorrect seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that a community invite disappears as expected in a 1:1 conversation","201","Disappearing community invite message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that an empty display name throws the 'please enter a display name' error as expected.","18987","Onboarding no name @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that a link preview disappears as expected in a 1:1 conversation","32845","Disappearing link message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a call control message disappears as expected in a 1:1 conversation","61170","Disappearing call message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that the landing page for a new account matches the expected baseline","15302","Check landing page (new account) layout @android @low-risk @1-devices","Visual Checks","2026-02-10","failed","2026-02-10","","Onboarding","",""
"Verifies that a long message can be sent to a group","223","Send long message to group @android @low-risk @3-devices","Sending Messages","2026-02-10","failed","2026-02-10","","Message types","",""
"Verifies that a user can be unblocked after being blocked","73372","Unblock user @android @low-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Block/Unblock","",""
"Verifies that the Network Page refreshes and updates the ""Last updated"" timestamp correctly.","112993","Network page refresh @android @low-risk @1-devices","Network Page","2026-02-10","failed","2026-02-10","","network_page_refresh_page.spec.ts","",""
"Verifies that a voice note disappears as expected in a group conversation","32354","Disappearing voice message to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies Note to Self can be hidden and then unhidden/shown again in the conversation settings","46158","Hide note to self @android @low-risk @1-devices","User Actions","2026-02-10","passed","2026-02-10","","Hide Note to Self","",""
"Sends a message 10 times in a 1-1 and logs the sending time","30192","Check performance @android @low-risk @2-devices","Sending Messages","2026-02-10","failed","2026-02-10","","Performance","",""
"Verifies that a voice message disappears as expected in a 1:1 conversation","32599","Disappearing voice message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a video disappears as expected in a 1:1 conversation","32304","Disappearing video message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a GIF disappears as expected in a 1:1 conversation","263","Disappearing GIF message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that an image disappears as expected in a group conversation","360","Disappearing image message to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a video disappears as expected in a group conversation","275","Disappearing video to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that an empty seed phrase throws the 'not long enough' error as expected.","20195","Onboarding no seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that an image disappears as expected in a 1:1 conversation","31401","Disappearing image message 1:1 @android @low-risk @2-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"","30444","Send long message 1:1 @android @low-risk @2-devices","","2026-02-10","failed","2026-02-10","","message_long_text.spec.ts","",""
"Verifies that a GIF disappears as expected in a group conversation","33755","Disappearing GIF to group @android @low-risk @3-devices","Disappearing Messages","2026-02-10","failed","2026-02-10","","Message Types","",""
"Verifies that a too long seed phrase throws the 'check your recovery password' error as expected.","10264","Onboarding wrong seed @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
"Verifies that Hide Note To Self syncs to a linked device.","47242","Hide note to self linked device @android @low-risk @2-devices","User Actions","2026-02-10","passed","2026-02-10","","Hide Note to Self","",""
"Verifies that the landing page for a restored account matches the expected baseline","32714","Check landing page (restored account) layout @android @low-risk @2-devices","Visual Checks","2026-02-10","passed","2026-02-10","","Onboarding","",""
"Verifies that a too long display name (101 bytes) throws the 'shorter display name' error as expected.","19334","Onboarding long name @android @low-risk @1-devices","Onboarding","2026-02-10","passed","2026-02-10","","Input validations","",""
