"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","188218","Accept message request @ios @debug-risk @3-devices","","2026-03-11","failed","2026-03-11","","message_requests_accept.spec.ts","",""
"Verifies that a user's placeholder avatar color appears the same to a contact","121295","Check placeholder avatar color @ios @debug-risk @2-devices","Visual Checks","2026-03-11","failed","2026-03-11","","Settings","",""
