"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that joining a community works and the conversation syncs to a linked device","59668","Join community test @ios @high-risk @2-devices","New Conversation","2026-07-31","passed","2026-07-31","","Join Community","",""
"","79892","Block message request in conversation @ios @high-risk @3-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_block.spec.ts","",""
"Verifies that the Conversations settings screen layout matches the expected baseline","64631","Check Conversations settings layout @ios @high-risk @1-devices","Visual Checks","2026-07-31","passed","2026-07-31","","Settings","",""
"","51667","Accept message request with text @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_accept_text_reply.spec.ts","",""
"Verifies that an image can be sent to a group, all members receive the document, and replying to a document works as expected","80637","Send image to group @ios @high-risk @3-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Message types","",""
"Mocks a custom install date 6 days, 23 hours, and 58 minutes ago, opens the app, and verifies that the Donate CTA does not show.","117650","Donate CTA does not show if app installed <7 days ago @ios @high-risk @1-devices","Donations","2026-07-31","passed","2026-07-31","","mobile/cta_donate_time.spec.ts","",""
"","65451","Delete message request in conversation @ios @high-risk @3-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_requests_decline.spec.ts","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","79763","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","2026-07-31","passed","2026-07-31","","Conversation Types","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends (non Pro)","202532","Message length limit (1800 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Rules","",""
"Verifies that leaving a group syncs to a linked device","106096","Leave group linked device @ios @high-risk @4-devices","Groups","2026-07-31","passed","2026-07-31","","Leave/Delete Group","",""
"Mocks a custom install date 7 days 2 minutes ago, opens the app, and verifies that the Donate CTA is shown.","117677","Donate CTA shows if app installed >=7 days ago @ios @high-risk @1-devices","Donations","2026-07-31","passed","2026-07-31","","mobile/cta_donate_time.spec.ts","",""
"","96376","Create user @ios @high-risk @1-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/user_actions_create_user.spec.ts","",""
"","55773","Send voice message 1:1 @ios @high-risk @2-devices","mobile","2026-07-31","failed","2026-07-31","","mobile/message_voice.spec.ts","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","49330","Check message bubble layout @ios @high-risk @2-devices","Visual Checks","2026-07-31","passed","2026-07-31","","Conversation","",""
"","67269","Create contact @ios @high-risk @3-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/user_actions_create_contact.spec.ts","",""
"","49830","Unsend message @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_unsend.spec.ts","",""
"","71662","Send image 1:1 @ios @high-risk @2-devices","mobile","2026-07-31","passed","2026-07-31","","mobile/message_image.spec.ts","",""
"Verifies that inviting a contact (Android: without chat history) works as expected.","83775","Invite contact to group without chat history @ios @high-risk @4-devices","Groups","2026-07-31","passed","2026-07-31","","Edit Group","",""
"Verifies that when a message is deleted on one device, it shows as deleted on a linked device too.","33771","Delete message linked device @ios @high-risk @3-devices","User Actions","2026-07-31","passed","2026-07-31","","Delete Message","",""
"Verifies that an emoji reaction can be sent and is received in a group.","42139","Send emoji react groups @ios @high-risk @3-devices","Sending Messages","2026-07-31","passed","2026-07-31","","Emoji reacts","",""
