"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","65074","Send voice message to group @ios @high-risk @3-devices","","Wed Aug 13 18:05:04 AEST 2025","passed","Wed Aug 13 18:06:09 AEST 2025","","group_message_voice.spec.ts","",""
"","12965","Onboarding long name @ios @low-risk @1-devices","","Wed Aug 13 18:08:22 AEST 2025","passed","Wed Aug 13 18:08:35 AEST 2025","","input_validations/onboarding_long_name.spec.ts","",""
"Verifies that the profile picture can be changed and the new picture is displayed correctly.","34830","Change profile picture @ios @medium-risk @1-devices","User Actions","Wed Aug 13 18:24:32 AEST 2025","passed","Wed Aug 13 18:25:07 AEST 2025","","Change Profile Picture","",""
"","157213","Create group and change name syncs @ios @high-risk @4-devices","","Wed Aug 13 18:09:33 AEST 2025","passed","Wed Aug 13 18:12:11 AEST 2025","","linked_device_create_group.spec.ts","",""
"","1","Disappearing call message 1o1 @ios @low-risk @2-devices","","Wed Aug 13 17:53:09 AEST 2025","skipped","Wed Aug 13 17:53:09 AEST 2025","","disappearing_call.spec.ts","",""
"Verifies that Disappearing Messages can be set in Note to Self, and that a message disappears after the specified expiry time.","70916","Disappear after send note to self @ios @medium-risk @1-devices","Disappearing Messages","Wed Aug 13 17:51:49 AEST 2025","passed","Wed Aug 13 17:53:00 AEST 2025","","Conversation Types","",""
"","10890","Onboarding no name @ios @low-risk @1-devices","","Wed Aug 13 18:08:28 AEST 2025","passed","Wed Aug 13 18:08:39 AEST 2025","","input_validations/onboarding_no_name.spec.ts","",""
"","94813","Create group @ios @high-risk @3-devices","","Wed Aug 13 18:06:34 AEST 2025","passed","Wed Aug 13 18:08:09 AEST 2025","","group_tests_create_group.spec.ts","",""
"","76637","Create contact @ios @high-risk @3-devices","","Wed Aug 13 18:25:07 AEST 2025","passed","Wed Aug 13 18:26:24 AEST 2025","","user_actions_create_contact.spec.ts","",""
"Verifies that the profile picture change on one device is reflected on a linked device.","40206","Change profile picture linked device @ios @medium-risk @2-devices","User Actions","Wed Aug 13 18:12:11 AEST 2025","failed","Wed Aug 13 18:12:51 AEST 2025","","Change Profile Picture","",""
"Verifies that the STF donation link is correct and that the HTTP request is successful (200)","23044","Donate linkout @ios @high-risk @1-devices","Linkouts","Wed Aug 13 17:57:49 AEST 2025","passed","Wed Aug 13 17:58:12 AEST 2025","","donate.spec.ts","",""
"","45988","Send voice message 1:1 @ios @high-risk @2-devices","","Wed Aug 13 18:23:05 AEST 2025","passed","Wed Aug 13 18:23:51 AEST 2025","","message_voice.spec.ts","",""
"","40888","Delete conversation from conversation settings @ios @high-risk @3-devices","User Actions","Wed Aug 13 18:26:14 AEST 2025","passed","Wed Aug 13 18:26:55 AEST 2025","","Delete Conversation","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","92024","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","Wed Aug 13 17:52:43 AEST 2025","passed","Wed Aug 13 17:54:15 AEST 2025","","Conversation Types","",""
"Verifies Note to Self can be hidden and then unhidden/shown again in the conversation settings","39566","Hide note to self @ios @low-risk @1-devices","User Actions","Wed Aug 13 18:26:55 AEST 2025","passed","Wed Aug 13 18:27:35 AEST 2025","","Hide Note to Self","",""
"","168198","Unsent message syncs @ios @medium-risk @3-devices","","Wed Aug 13 18:13:13 AEST 2025","passed","Wed Aug 13 18:16:01 AEST 2025","","linked_device_unsend_message.spec.ts","",""
"","11652","Onboarding wrong seed @ios @low-risk @1-devices","","Wed Aug 13 18:08:39 AEST 2025","passed","Wed Aug 13 18:08:51 AEST 2025","","input_validations/onboarding_wrong_seed.spec.ts","",""
"","64671","Send document to group @ios @high-risk @3-devices","","Wed Aug 13 18:01:34 AEST 2025","passed","Wed Aug 13 18:02:38 AEST 2025","","group_message_document.spec.ts","",""
"","63745","Send video to group @ios @medium-risk @3-devices","","Wed Aug 13 18:04:52 AEST 2025","failed","Wed Aug 13 18:05:55 AEST 2025","","group_message_video.spec.ts","",""
"","41225","Hide note to self linked device @ios @low-risk @2-devices","User Actions","Wed Aug 13 18:10:31 AEST 2025","passed","Wed Aug 13 18:11:13 AEST 2025","","Hide Note to Self","",""
"Verifies that a user can be unblocked after being blocked","40080","Unblock user @ios @low-risk @2-devices","User Actions","Wed Aug 13 18:28:04 AEST 2025","passed","Wed Aug 13 18:28:44 AEST 2025","","Block/Unblock","",""
"","40839","Unsend message @ios @high-risk @2-devices","","Wed Aug 13 18:22:24 AEST 2025","passed","Wed Aug 13 18:23:05 AEST 2025","","message_unsend.spec.ts","",""
"","65142","Send image 1:1 @ios @high-risk @2-devices","","Wed Aug 13 18:19:00 AEST 2025","passed","Wed Aug 13 18:20:05 AEST 2025","","message_image.spec.ts","",""
"","35807","Delete message request in list @ios @high-risk @2-devices","","Wed Aug 13 18:21:44 AEST 2025","passed","Wed Aug 13 18:22:20 AEST 2025","","message_requests_delete.spec.ts","",""
"","16241","Refresh network page @ios @low-risk @1-devices","","Wed Aug 13 18:24:02 AEST 2025","passed","Wed Aug 13 18:24:19 AEST 2025","","network_page_refresh_page.spec.ts","",""
"","55233","Send GIF 1:1 @ios @medium-risk @2-devices","","Wed Aug 13 18:18:18 AEST 2025","passed","Wed Aug 13 18:19:13 AEST 2025","","message_gif.spec.ts","",""
