"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57231","Send voice message 1:1 @ios @high-risk @2-devices","","2026-04-09","passed","2026-04-09","","message_voice.spec.ts","",""
"Verifies that the in-app review prompt shows after the user visits the Path screen in Settings","24030","Review prompt Path trigger @ios @high-risk @1-devices","In-App Review Prompt","2026-04-09","passed","2026-04-09","","Triggers","",""
"Verifies that a link with preview can be sent to a group, all members receive the document, and replying to a document works as expected","91936","Send link to group @ios @high-risk @3-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Message types","",""
"","20404","Onboarding privacy policy @ios @high-risk @1-devices","","2026-04-09","passed","2026-04-09","","onboarding_pp.spec.ts","",""
"Verifies voice call functionality and permission flow:
    - Verifies strings of all call permission prompts (microphone, notifications, etc.)
    - Verifies missed call notifications when recipient lacks permissions
    - Confirms successful call connection once both users enable permissions
    - Verifies control messages after call is finished
    Note that due to the nature of virtual devices, no actual ""talking"" takes place","66094","Voice calls @ios @high-risk @2-devices","Voice Calls","2026-04-09","passed","2026-04-09","","voice_calls.spec.ts","",""
"Verifies that an admin can delete a group successfully via the UI.
  The group members see the empty state control message, and the admin's conversation disappears from the home screen, even on a linked device.","63162","Delete group linked device @ios @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Leave/Delete Group","",""
"Verifies that message bubbles appear as expected (oneline and multiline messages, reply layout, outgoing/incoming)","40773","Check message bubble layout @ios @high-risk @2-devices","Visual Checks","2026-04-09","passed","2026-04-09","","Conversation","",""
"Verifies that Disappearing Messages can be set in a group conversation, and that a message disappears after the specified expiry time.","141001","Disappear after send groups @ios @high-risk @3-devices","Disappearing Messages","2026-04-09","passed","2026-04-09","","Conversation Types","",""
"Verifies that the Settings donation link is correct and that the HTTP request is successful (200)","29561","Donate Settings menu item @ios @high-risk @1-devices","Donations","2026-04-09","passed","2026-04-09","","donate.spec.ts","",""
"Verifies that the Settings page screen layout matches the expected baseline","16108","Check Settings page layout @ios @high-risk @1-devices","Visual Checks","2026-04-09","passed","2026-04-09","","Settings","",""
"Verifies that a non-admin member can leave a group successfully via the UI","57949","Leave group @ios @high-risk @3-devices","Groups","2026-04-09","passed","2026-04-09","","Leave/Delete Group","",""
"Verifies that turning off Disappearing Messages works as expected in a 1:1 conversation","66993","Disappear after send off 1:1 @ios @high-risk @3-devices","Disappearing Messages","2026-04-09","passed","2026-04-09","","Conversation Types","",""
"","79826","Send image 1:1 @ios @high-risk @2-devices","","2026-04-09","passed","2026-04-09","","message_image.spec.ts","",""
"Verifies the in-app review modal texts and buttons for the positive flow (Enjoying Session - Rate App)","24324","Review prompt positive flow @ios @high-risk @1-devices","In-App Review Prompt","2026-04-09","passed","2026-04-09","","Flows","",""
"","18878","Onboarding terms of service @ios @high-risk @1-devices","","2026-04-09","passed","2026-04-09","","onboarding_tos.spec.ts","",""
"Verifies message length behavior at 2000 characters - countdown shows 0, message sends (non Pro)","39877","Message length limit (2000 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Rules","",""
"Verifies message length behavior at 1800 characters - countdown shows 200, message sends (non Pro)","56311","Message length limit (1800 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Rules","",""
"","26306","Create user @ios @high-risk @1-devices","","2026-04-09","passed","2026-04-09","","user_actions_create_user.spec.ts","",""
"","120347","Block message request in conversation @ios @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","message_requests_block.spec.ts","",""
"Verifies that a group created on one device appears on a linked device, and that a group name change syncs to all members.","218465","Create group and change name syncs @ios @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Create Group","",""
"Verifies that inviting a contact (Android: without chat history) works as expected.","116671","Invite contact to group without chat history @ios @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Edit Group","",""
"","46314","Send link 1:1 @ios @high-risk @2-devices","","2026-04-09","passed","2026-04-09","","message_link_preview.spec.ts","",""
"","52122","Delete conversation from conversation list @ios @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Delete Conversation","",""
"Verifies that a group of 3 can be created successfully via the UI","152462","Create group @ios @high-risk @3-devices","Groups","2026-04-09","failed","2026-04-09","","Create Group","",""
"","58239","Delete conversation from conversation settings @ios @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Delete Conversation","",""
"Verifies that a blocked user syncs to a linked device","78389","Block user linked device @ios @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Block/Unblock","",""
"Verifies that local deletion in a group does not delete a message for other participants.","77098","Delete message locally in group @ios @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Delete Message","",""
"","46363","Unsend message @ios @high-risk @2-devices","","2026-04-09","failed","2026-04-09","","message_unsend.spec.ts","",""
"Verifies that an emoji reaction can be sent and is received in a 1-1 conversation.","50507","Send emoji react 1:1 @ios @high-risk @2-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Emoji reacts","",""
"","107186","Delete message request in conversation @ios @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","message_requests_decline.spec.ts","",""
"Verifies message length behavior at 2001 characters - countdown shows -1, cannot send message (non Pro)","39877","Message length limit (2001 chars non Pro) @ios @high-risk @1-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Rules","",""
"","61750","Delete message request in list @ios @high-risk @2-devices","","2026-04-09","passed","2026-04-09","","message_requests_delete.spec.ts","",""
"Verifies that 'Disappear After Read' can be set in a 1:1 conversation, and that a message disappears after the specified expiry time.","120410","Disappear after read @ios @high-risk @2-devices","Disappearing Messages","2026-04-09","passed","2026-04-09","","Conversation Types","",""
"Verifies that leaving a group syncs to a linked device","204316","Leave group linked device @ios @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Leave/Delete Group","",""
"Verifies that the in-app review prompt shows after the user sets a different theme","47276","Review prompt Appearance trigger @ios @high-risk @1-devices","In-App Review Prompt","2026-04-09","passed","2026-04-09","","Triggers","",""
"","87726","Create contact @ios @high-risk @3-devices","","2026-04-09","passed","2026-04-09","","user_actions_create_contact.spec.ts","",""
"Verifies that a PDF can be sent to a group, all members receive the document, and replying to a document works as expected","89192","Send document to group @ios @high-risk @3-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Message types","",""
"Verifies that the Donate CTA is shown after dismissing the positive review prompt; verifies modal strings and screenshot; and that the Donate button shows the correct Open URL modal.","104190","Donate CTA shows after positive review @ios @high-risk @1-devices","Donations","2026-04-09","failed","2026-04-09","","cta_donate_review.spec.ts","",""
"Verifies that when a message is deleted on one device, it shows as deleted on a linked device too.","84620","Delete message linked device @ios @high-risk @3-devices","User Actions","2026-04-09","passed","2026-04-09","","Delete Message","",""
"Mocks a custom install date 7 days 2 minutes ago, opens the app, and verifies that the Donate CTA is shown.","374728","Donate CTA shows if app installed >=7 days ago @ios @high-risk @1-devices","Donations","2026-04-09","failed","2026-04-09","","cta_donate_time.spec.ts","",""
"Verifies that a group (and its messages) created on one device appears when restoring on a second device.","157810","Restore group @ios @high-risk @4-devices","Groups","2026-04-09","passed","2026-04-09","","Create Group","",""
"Verifies that an emoji reaction can be sent and is received in a group.","65520","Send emoji react groups @ios @high-risk @3-devices","Sending Messages","2026-04-09","passed","2026-04-09","","Emoji reacts","",""
